team,season,points_scored,points_allowed,wins,losses,ties,off_total_yards_gained,off_n_pass_touchdowns,off_n_run_touchdowns,off_n_touchdowns,off_pass_or_run_plays,off_n_sacks_allowed,off_n_qb_hits_allowed,off_n_fumbles_lost,off_n_tackled_for_loss,off_n_interceptions_thrown,def_total_yards_allowed,def_n_pass_touchdowns,def_n_run_touchdowns,def_n_touchdowns,def_pass_or_run_plays,def_n_sacks,def_n_qb_hits,def_n_fumbles_forced,def_n_tackles_for_loss,def_n_interceptions,off_pass_completion_perc,off_pass_plays,off_pass_total_yards_gained,off_run_plays,off_run_total_yards_gained,def_pass_completion_perc,def_pass_plays,def_pass_total_yards_gained,def_run_plays,def_run_total_yards_gained,score_differential,division
ATL,2009,363,325,9,7,0,5462,26,15,41,1025,27,50,7,30,16,5590,25,10,35,984,28,55,11,41,15,0.5636672325976231,589,3571,436,1891,0.5989304812834224,561,3873,423,1717,38,NFC South
ATL,2010,414,288,13,3,0,5482,28,14,42,1082,23,52,8,41,9,5327,23,9,32,943,31,49,7,38,19,0.6,600,3571,482,1911,0.6243567753001715,583,3627,360,1700,126,NFC South
ATL,2011,402,350,10,6,0,6063,29,14,43,1044,25,74,7,59,13,5342,25,10,35,959,34,76,8,42,19,0.5964052287581699,612,4200,432,1863,0.5743243243243243,592,3783,367,1559,52,NFC South
ATL,2012,419,299,13,3,0,5895,32,12,44,1009,28,81,4,45,14,5853,14,16,30,986,29,62,11,46,19,0.65527950310559,644,4509,365,1386,0.5820379965457686,579,3878,407,1975,120,NFC South
ATL,2013,353,443,4,12,0,5516,26,11,37,1013,44,97,9,36,17,6081,31,14,45,993,32,51,10,37,10,0.6351931330472103,699,4253,314,1263,0.6222627737226277,548,3897,445,2184,-90,NFC South
ATL,2014,381,417,6,10,0,6060,28,11,39,1024,30,85,8,34,14,6392,20,21,41,1021,23,61,8,30,14,0.6381679389312978,655,4558,369,1502,0.6179001721170396,581,4475,440,1917,-36,NFC South
ATL,2015,339,345,8,8,0,6010,21,13,34,1058,32,80,13,47,16,5573,19,20,39,980,19,69,8,36,13,0.6288343558282209,652,4384,406,1626,0.6390328151986183,579,3882,401,1691,-6,NFC South
ATL,2016,540,406,11,5,0,6670,38,20,58,987,37,95,4,49,7,5966,31,15,46,1051,35,73,8,28,12,0.6481802426343154,577,4727,410,1943,0.6115942028985507,690,4268,361,1698,134,NFC South
ATL,2017,353,315,10,6,0,5849,21,12,33,970,24,81,5,43,11,5110,22,9,31,978,39,81,7,40,8,0.6247723132969034,549,3990,421,1859,0.6146010186757216,589,3431,389,1679,38,NFC South
ATL,2018,414,423,7,9,0,6237,36,11,47,1006,42,105,11,53,7,6172,33,16,49,1021,37,74,3,24,15,0.6465256797583081,662,4657,344,1580,0.6388443017656501,623,4153,398,2019,-9,NFC South
ARI,2009,375,325,10,6,0,5527,28,15,43,959,26,84,16,42,18,5556,22,13,35,1025,43,69,6,48,19,0.6400651465798045,614,4021,345,1506,0.5483359746434231,631,3744,394,1812,50,NFC West
ARI,2010,289,434,5,11,0,4301,10,9,19,926,50,84,11,38,17,6008,22,19,41,1075,33,66,11,44,17,0.4718543046357616,604,2913,322,1388,0.5772646536412078,563,3668,512,2340,-145,NFC West
ARI,2011,312,348,8,8,0,5202,21,12,33,976,54,76,8,31,22,5698,17,15,32,1074,42,75,9,53,10,0.5142378559463987,597,3567,379,1635,0.5528455284552846,615,3696,459,2002,-36,NFC West
ARI,2012,250,357,5,11,0,4215,11,10,21,1009,57,89,10,52,18,5426,20,12,32,1021,38,78,8,35,22,0.5106060606060606,660,3005,349,1210,0.5065666041275797,533,3203,488,2223,-107,NFC West
ARI,2013,379,324,10,6,0,5564,24,12,36,1017,41,92,9,39,22,5072,29,5,34,1024,47,106,8,49,19,0.5912052117263844,614,4002,403,1562,0.55052790346908,663,3707,361,1365,55,NFC West
ARI,2014,310,299,11,5,0,5138,21,6,27,981,28,95,5,43,11,5904,22,9,31,999,35,77,6,48,18,0.5360134003350083,597,3810,384,1328,0.5954323001631321,613,4152,386,1752,11,NFC West
ARI,2015,489,313,13,3,0,6562,35,16,51,1000,27,97,9,47,12,5159,24,9,33,977,36,95,12,54,19,0.610726643598616,578,4616,422,1946,0.5622950819672131,610,3691,367,1468,176,NFC West
ARI,2016,418,362,7,8,1,5877,28,20,48,1077,41,112,11,39,17,4896,21,16,37,1007,48,97,11,60,13,0.5597667638483965,686,4142,391,1735,0.5791245791245792,594,3366,413,1530,56,NFC West
ARI,2017,295,361,8,8,0,5036,21,6,27,1042,51,115,7,42,17,4982,24,12,36,1001,36,93,5,54,13,0.5224111282843895,647,3637,395,1399,0.5726210350584308,599,3543,402,1439,-66,NFC West
ARI,2018,225,425,3,13,0,3875,15,9,24,894,52,106,10,32,18,5760,21,25,46,1056,49,83,9,57,7,0.5173674588665448,547,2525,347,1350,0.6173285198555957,554,3264,502,2496,-200,NFC West
SEA,2009,280,390,5,11,0,5076,20,7,27,1038,41,84,11,45,19,5719,27,17,44,1009,28,86,8,45,12,0.5731895223420647,649,3503,389,1573,0.6328257191201354,591,3929,418,1790,-110,NFC West
SEA,2010,310,407,7,9,0,4784,14,13,27,945,35,57,9,49,19,5919,31,13,44,1055,37,71,7,31,11,0.561525129982669,577,3343,368,1441,0.5485436893203883,618,3998,437,1921,-97,NFC West
SEA,2011,321,315,7,9,0,4871,15,15,30,994,48,106,9,45,14,5309,18,10,28,1023,34,67,7,44,19,0.5377697841726619,556,3108,438,1763,0.5714285714285714,567,3516,456,1793,6,NFC West
SEA,2012,412,245,11,5,0,5627,27,16,43,959,33,61,7,43,10,4899,15,8,23,954,37,77,8,27,14,0.5926773455377574,437,3031,522,2596,0.5505050505050505,594,3243,360,1656,167,NFC West
SEA,2013,417,231,13,3,0,5446,27,14,41,951,44,89,8,52,8,4387,16,4,20,978,44,93,8,39,28,0.5804347826086956,460,3236,491,2210,0.5430579964850615,569,2756,409,1631,186,NFC West
SEA,2014,394,254,12,4,0,6032,20,20,40,1000,42,86,5,41,7,4271,17,8,25,918,37,82,8,49,13,0.5809716599190283,494,3250,506,2782,0.5772058823529411,544,2969,374,1302,140,NFC West
SEA,2015,423,277,10,6,0,6085,34,10,44,1013,46,109,7,42,8,4684,14,10,24,935,37,96,9,41,12,0.624765478424015,533,3790,480,2295,0.5711835334476844,583,3368,352,1316,146,NFC West
SEA,2016,354,292,10,5,1,5737,23,13,36,995,42,105,7,46,12,5125,16,16,32,1011,41,98,8,49,10,0.6052631578947368,608,4126,387,1611,0.5726643598615917,578,3622,433,1503,62,NFC West
SEA,2017,366,332,9,7,0,5284,34,4,38,984,43,114,5,51,10,5183,19,14,33,1023,39,101,8,49,11,0.5755517826825127,589,3655,395,1629,0.5565068493150684,584,3348,439,1835,34,NFC West
SEA,2018,428,347,10,6,0,5667,35,15,50,985,51,90,4,36,7,5663,26,9,35,947,43,105,12,33,11,0.5995717344753747,467,3095,518,2572,0.60580204778157,586,3842,361,1821,81,NFC West
NYG,2009,402,427,8,8,0,5867,28,14,42,1004,32,63,14,43,14,5195,31,21,52,940,33,77,8,52,13,0.5919439579684763,571,4019,433,1848,0.5924528301886792,530,3418,410,1777,-25,NFC East
NYG,2010,394,347,10,6,0,6107,31,17,48,1011,16,47,18,46,24,4986,24,11,35,965,47,93,21,37,16,0.6163636363636363,550,3885,461,2222,0.5255972696245734,586,3353,379,1633,47,NFC East
NYG,2011,394,400,9,7,0,6165,29,17,46,1006,28,64,7,39,16,6016,28,15,43,1055,48,84,9,43,18,0.5849673202614379,612,4711,394,1454,0.5703001579778831,633,4084,422,1932,-6,NFC East
NYG,2012,429,344,9,7,0,5309,25,16,41,894,19,45,6,30,12,5679,24,9,33,924,30,57,6,32,19,0.5766990291262136,515,3496,379,1813,0.6033834586466166,532,3836,392,1843,85,NFC East
NYG,2013,294,383,7,9,0,4932,18,11,29,974,40,77,12,48,28,5349,21,12,33,1069,34,78,9,40,16,0.540765391014975,601,3588,373,1344,0.5739268680445151,629,3592,440,1757,-89,NFC East
NYG,2014,380,400,6,10,0,5884,30,13,43,1074,30,64,10,38,13,6032,25,15,40,988,47,88,9,31,15,0.6041009463722398,634,4272,440,1612,0.5724381625441696,566,3852,422,2180,-20,NFC East
NYG,2015,420,442,6,10,0,5967,36,5,41,1042,27,65,7,38,14,6747,31,15,46,1088,23,76,13,37,13,0.6068111455108359,646,4347,396,1620,0.6443768996960486,658,4793,430,1954,-22,NFC East
NYG,2016,310,284,11,5,0,5309,26,6,32,997,22,57,9,34,15,5444,15,10,25,1047,35,81,7,38,15,0.6110210696920584,617,3877,380,1432,0.5599393019726859,659,4018,388,1426,26,NFC East
NYG,2017,246,388,3,13,0,5040,20,6,26,1029,35,65,8,37,13,5992,32,10,42,1028,27,60,6,41,12,0.5819032761310452,641,3479,388,1561,0.5951972555746141,583,4038,445,1954,-142,NFC East
NYG,2018,369,412,5,11,0,5711,23,13,36,985,47,96,5,42,12,5966,24,18,42,1013,30,81,5,46,15,0.6025236593059937,634,4053,351,1658,0.6188034188034188,585,4048,428,1918,-43,NFC East
GB,2009,461,297,11,5,0,6091,30,20,50,1021,50,87,7,33,7,4556,29,5,34,944,37,86,9,51,29,0.5940099833610649,601,4198,420,1893,0.5104166666666666,576,3220,368,1336,164,NFC North
GB,2010,388,240,10,6,0,5744,31,11,42,981,38,65,7,35,12,4947,16,6,22,964,46,84,6,30,23,0.6132404181184669,574,4124,407,1620,0.5202108963093146,569,3107,395,1840,148,NFC North
GB,2011,560,359,15,1,0,6503,51,12,63,963,41,65,3,35,8,6590,29,10,39,1045,29,62,6,31,31,0.6366723259762309,589,4918,374,1585,0.5849624060150376,665,4791,380,1799,201,NFC North
GB,2012,433,336,11,5,0,5771,40,9,49,1026,51,81,7,27,8,5395,24,12,36,1027,47,82,4,32,17,0.6147540983606558,610,4057,416,1714,0.5106035889070146,613,3492,414,1903,97,NFC North
GB,2013,417,428,8,7,1,6419,25,17,42,1061,45,69,7,33,16,5965,30,16,46,1005,44,60,11,38,9,0.5941558441558441,616,4268,445,2151,0.570446735395189,582,3956,423,2009,-11,NFC North
GB,2014,486,348,12,4,0,6202,38,14,52,981,30,56,6,38,6,5504,26,11,37,1039,41,85,8,35,15,0.6176991150442478,565,4261,416,1941,0.555,600,3610,439,1894,138,NFC North
GB,2015,368,323,10,6,0,5374,31,8,39,1044,47,99,9,44,8,5552,20,13,33,1008,43,89,5,53,14,0.5603864734299517,621,3509,423,1865,0.5431472081218274,591,3644,417,1908,45,NFC North
GB,2016,432,388,10,6,0,5923,40,11,51,1012,35,72,8,37,7,5833,32,11,43,982,41,78,7,45,17,0.6162079510703364,654,4201,358,1722,0.6035889070146819,613,4298,369,1535,44,NFC North
GB,2017,320,384,7,9,0,4897,25,13,38,982,51,97,5,22,13,5602,30,10,40,1000,37,73,9,53,10,0.5818181818181818,605,3169,377,1728,0.6338797814207651,549,3793,451,1809,-64,NFC North
GB,2018,376,400,6,9,1,5917,25,14,39,1017,53,98,6,31,4,5690,30,15,45,1001,44,72,7,29,7,0.5689404934687954,689,4242,328,1675,0.5884413309982487,571,3756,430,1934,-24,NFC North
NE,2009,427,285,10,6,0,6380,28,19,47,1062,18,67,9,35,13,5132,25,6,31,926,31,64,7,26,16,0.6372549019607843,612,4438,450,1942,0.5597014925373134,536,3355,390,1777,142,AFC East
NE,2010,518,313,14,2,0,5879,37,19,56,964,25,48,4,22,5,5875,25,10,35,1054,35,62,12,30,23,0.623352165725047,531,3847,433,2032,0.6040372670807453,644,4137,410,1738,205,AFC East
NE,2011,513,342,13,3,0,6869,39,18,57,1066,32,66,3,28,10,6591,26,13,39,1056,40,82,8,34,22,0.6291079812206573,639,5088,427,1781,0.5887708649468892,659,4722,397,1869,171,AFC East
NE,2012,557,331,12,4,0,6827,34,25,59,1175,27,65,6,50,8,5945,27,10,37,1033,36,64,20,45,19,0.6075757575757575,660,4634,515,2193,0.5906902086677368,623,4306,410,1639,226,AFC East
NE,2013,444,338,12,4,0,6157,25,19,44,1112,39,75,9,33,11,5974,25,11,36,1107,48,87,9,33,16,0.5742424242424242,660,4086,452,2071,0.5316455696202531,632,3824,475,2150,106,AFC East
NE,2014,468,313,12,4,0,5880,34,13,47,1054,26,75,4,40,8,5526,24,6,30,1022,40,72,8,32,14,0.6208530805687204,633,4121,421,1759,0.5570032573289903,614,3843,408,1683,155,AFC East
NE,2015,465,315,12,4,0,6012,36,14,50,1029,38,94,4,30,7,5439,24,8,32,1038,49,86,8,41,12,0.6075187969924812,665,4587,364,1425,0.5579598145285936,647,3854,391,1585,150,AFC East
NE,2016,441,250,14,2,0,6202,32,19,51,1033,24,62,6,41,2,5230,21,6,27,991,34,65,7,26,12,0.6456140350877193,570,4310,463,1892,0.5878594249201278,626,3810,365,1420,191,AFC East
NE,2017,458,296,13,3,0,6297,32,16,48,1052,35,83,4,38,7,5869,24,6,30,1007,42,85,5,28,12,0.6258064516129033,620,4396,432,1901,0.5862619808306709,626,4022,381,1847,162,AFC East
NE,2018,436,325,11,5,0,6313,29,18,47,1050,21,66,5,23,10,5752,29,7,36,993,30,93,10,29,18,0.6385135135135135,592,4258,458,2055,0.5863708399366085,631,3943,362,1809,111,AFC East
OAK,2009,197,379,5,11,0,4266,10,7,17,927,48,80,14,31,17,5806,16,24,40,1004,37,59,7,54,6,0.4866412213740458,524,2557,403,1709,0.5498938428874734,471,3303,533,2503,-182,AFC West
OAK,2010,410,371,8,8,0,5686,18,19,37,1020,45,58,9,33,16,5163,29,14,43,970,47,76,7,54,12,0.527306967984934,531,3177,489,2509,0.48627450980392156,510,3012,460,2151,39,AFC West
OAK,2011,359,433,8,8,0,6077,20,16,36,1005,25,58,7,38,20,6213,31,15,46,1044,39,74,6,37,16,0.5798165137614679,545,3960,460,2117,0.5167464114832536,627,4029,417,2184,-74,AFC West
OAK,2012,290,443,4,12,0,5511,24,4,28,1026,27,58,8,47,15,5683,28,18,46,972,25,78,6,49,11,0.5758039816232772,653,4088,373,1423,0.6343692870201096,547,3775,425,1908,-153,AFC West
OAK,2013,322,453,4,12,0,5342,17,16,33,983,45,60,8,30,18,5834,33,15,48,1016,39,69,9,45,9,0.5341726618705036,556,3340,427,2002,0.6416382252559727,586,4112,430,1722,-131,AFC West
OAK,2014,253,452,3,13,0,4520,22,4,26,978,27,51,11,31,14,5743,29,17,46,1023,22,54,4,54,9,0.5658914728682171,645,3280,333,1240,0.6125,560,3810,463,1933,-199,AFC West
OAK,2015,359,399,7,9,0,5343,34,7,41,995,33,54,6,31,13,5834,25,12,37,1076,38,60,8,41,12,0.5855572998430141,637,3876,358,1467,0.5958702064896755,678,4148,398,1686,-40,AFC West
OAK,2016,416,385,12,4,0,6007,29,17,46,1029,19,36,7,31,7,6020,27,18,45,978,25,67,11,34,16,0.6156351791530945,614,4055,415,1952,0.5805309734513274,565,4124,413,1896,31,AFC West
OAK,2017,301,373,6,10,0,5199,23,13,36,941,24,45,13,42,12,5624,24,11,35,979,31,66,7,38,5,0.5972461273666093,581,3635,360,1564,0.6464285714285715,560,3857,419,1767,-72,AFC West
OAK,2018,290,467,4,12,0,5393,19,9,28,976,52,86,14,33,9,6129,36,16,52,954,13,48,3,38,14,0.6366666666666667,600,3753,376,1640,0.6052631578947368,494,3855,460,2274,-177,AFC West
DET,2009,262,494,2,14,0,4790,16,9,25,1021,42,84,7,55,29,6300,36,17,53,1001,26,53,11,49,9,0.5138211382113821,615,3170,406,1620,0.657243816254417,566,4254,435,2046,-232,NFC North
DET,2010,362,369,6,10,0,5461,27,11,38,1059,27,56,8,47,16,5511,23,18,41,989,45,77,12,43,13,0.5842185128983308,659,3847,400,1614,0.5871886120996441,562,3497,427,2014,-7,NFC North
DET,2011,474,387,10,6,0,6645,41,12,53,1089,38,78,6,28,13,6199,29,10,39,1069,45,71,12,31,20,0.6091160220994475,724,5086,365,1559,0.5975794251134644,661,4121,408,2078,87,NFC North
DET,2012,372,437,4,12,0,6546,22,17,39,1149,29,76,13,32,15,5556,26,14,40,981,32,91,5,66,10,0.583989501312336,762,4927,387,1619,0.6070175438596491,570,3578,411,1978,-65,NFC North
DET,2013,395,376,7,9,0,6290,29,15,44,1086,24,64,15,38,17,5584,24,10,34,970,33,79,7,47,14,0.5672782874617737,654,4478,432,1812,0.555921052631579,608,3956,362,1628,19,NFC North
DET,2014,321,282,11,5,0,5462,22,11,33,1021,45,83,5,38,10,4820,23,8,31,974,43,104,7,51,19,0.567651632970451,643,4022,378,1440,0.6079365079365079,630,3702,344,1118,39,NFC North
DET,2015,358,400,7,9,0,5564,33,7,40,1018,44,98,8,38,14,5611,27,18,45,984,42,91,8,54,9,0.6231454005934718,674,4212,344,1352,0.6333333333333333,570,3792,414,1819,-42,NFC North
DET,2016,346,358,9,7,0,5430,24,9,33,970,37,74,4,48,10,5700,33,8,41,950,26,63,4,31,10,0.6178343949044586,628,4111,342,1319,0.6939130434782609,575,3979,375,1721,-12,NFC North
DET,2017,410,376,9,7,0,5417,29,10,39,973,47,83,11,52,10,5712,21,18,39,1024,35,87,12,40,18,0.6051779935275081,618,4187,355,1230,0.6039603960396039,606,3895,418,1817,34,NFC North
DET,2018,324,360,6,10,0,5246,22,11,33,1013,41,81,7,40,12,5379,29,11,40,929,43,74,5,27,6,0.6077795786061588,617,3576,396,1670,0.5992578849721707,539,3603,390,1776,-36,NFC North
WAS,2009,266,336,4,12,0,5019,21,8,29,956,45,86,7,30,15,5140,19,10,29,979,40,74,7,42,11,0.5961538461538461,572,3499,384,1520,0.5737704918032787,549,3320,430,1820,-70,NFC East
WAS,2010,302,377,6,10,0,5386,21,9,30,992,46,96,11,53,19,6243,23,15,38,1040,29,63,11,27,12,0.5377503852080123,649,3917,343,1469,0.6056105610561056,606,4189,434,2054,-75,NFC East
WAS,2011,288,367,5,11,0,5376,19,8,27,1011,39,95,11,34,20,5447,22,15,37,972,41,69,7,25,13,0.5580645161290323,620,3772,391,1604,0.5620437956204379,548,3553,424,1894,-79,NFC East
WAS,2012,436,388,10,6,0,5666,22,22,44,910,32,70,3,40,7,5667,30,9,39,967,31,61,10,30,19,0.6167800453514739,441,3188,469,2478,0.5853269537480064,627,4186,340,1481,48,NFC East
WAS,2013,334,478,3,13,0,5922,20,14,34,1102,41,85,14,46,18,5689,29,23,52,967,36,67,9,50,15,0.5476923076923077,650,3767,452,2155,0.614963503649635,548,3896,419,1793,-144,NFC East
WAS,2014,301,438,4,12,0,5744,18,15,33,995,58,99,12,41,17,5698,35,11,46,969,38,71,9,30,7,0.6076794657762938,599,4047,396,1697,0.6211849192100538,557,3971,412,1727,-137,NFC East
WAS,2015,388,379,9,7,0,5681,30,9,39,1000,27,72,9,53,11,6096,30,10,40,1006,38,72,16,39,11,0.6598290598290598,585,4099,415,1582,0.5860927152317881,604,4127,402,1969,9,NFC East
WAS,2016,396,383,8,7,1,6471,25,17,42,996,23,78,9,33,11,6053,22,19,41,1039,38,87,7,40,12,0.6480891719745223,628,4758,368,1713,0.6211878009630819,623,4128,416,1925,13,NFC East
WAS,2017,342,388,7,9,0,5209,27,10,37,970,41,94,10,47,12,5543,23,13,36,1033,43,94,7,33,15,0.6003460207612457,578,3751,392,1458,0.5359019264448336,571,3421,462,2122,-46,NFC East
WAS,2018,281,359,7,9,0,4807,16,12,28,956,44,93,4,56,15,5677,27,12,39,980,46,91,10,23,15,0.5664845173041895,549,3025,407,1782,0.6198630136986302,584,3798,396,1879,-78,NFC East
TEN,2009,354,402,8,8,0,5636,16,19,35,978,14,41,13,50,15,5875,31,16,47,1016,32,81,6,39,18,0.555327868852459,488,3031,490,2605,0.6396825396825396,630,4131,386,1744,-48,AFC South
TEN,2010,356,339,6,10,0,4846,24,13,37,893,27,40,12,52,14,5890,23,7,30,1126,40,87,7,53,16,0.5481927710843374,498,3109,395,1737,0.6231003039513677,658,4016,468,1874,17,AFC South
TEN,2011,325,317,9,7,0,5374,22,8,30,968,24,49,8,43,14,5687,21,10,31,1066,28,56,12,45,11,0.5844370860927153,604,3923,364,1451,0.601957585644372,613,3629,453,2058,8,AFC South
TEN,2012,330,471,6,10,0,5014,17,10,27,944,39,59,12,50,13,6013,31,16,47,1064,39,78,5,42,16,0.5549738219895288,573,3319,371,1695,0.6233333333333333,600,3959,464,2054,-141,AFC South
TEN,2013,362,381,7,9,0,5402,22,16,38,1017,37,74,5,43,16,5422,15,21,36,1009,36,68,12,37,13,0.5805309734513274,565,3496,452,1906,0.5951557093425606,578,3612,431,1810,-19,AFC South
TEN,2014,254,438,2,14,0,4832,19,6,25,901,50,87,8,21,15,5936,28,17,45,1072,39,60,4,47,12,0.5359712230215827,556,3372,345,1460,0.5982758620689655,580,3774,492,2162,-184,AFC South
TEN,2015,299,423,3,13,0,4999,25,10,35,968,54,90,14,46,16,5496,34,11,45,981,39,58,4,30,11,0.5690515806988353,601,3507,367,1492,0.589648798521257,541,3675,440,1821,-124,AFC South
TEN,2016,381,378,9,7,0,5742,29,16,45,995,29,48,7,43,11,5736,25,10,35,1017,40,86,4,32,11,0.5770676691729323,532,3533,463,2209,0.5773809523809523,672,4307,345,1429,3,AFC South
TEN,2017,334,356,9,7,0,5037,14,18,32,958,35,67,7,49,16,5266,27,5,32,1030,42,79,8,38,11,0.5795454545454546,528,3191,430,1846,0.5772230889235569,641,3836,389,1430,-22,AFC South
TEN,2018,310,303,9,7,0,5007,16,15,31,928,47,64,5,51,11,5346,21,9,30,985,39,80,6,28,10,0.6066252587991718,483,2975,445,2032,0.5933098591549296,568,3471,417,1875,7,AFC South
PHI,2009,429,337,11,5,0,5750,27,14,41,955,40,52,7,26,12,5151,27,11,38,1023,44,70,9,41,23,0.5668358714043993,591,4086,364,1664,0.5709677419354838,620,3464,403,1687,92,NFC East
PHI,2010,439,377,10,6,0,6245,28,18,46,1020,50,83,10,24,12,5239,31,12,43,981,38,58,11,54,19,0.5742574257425742,606,3904,414,2341,0.544973544973545,567,3473,414,1766,62,NFC East
PHI,2011,396,328,8,8,0,6399,22,20,42,1016,33,65,9,55,25,5216,27,11,38,967,50,86,9,49,13,0.5699481865284974,579,4110,437,2289,0.5335689045936396,566,3397,401,1819,68,NFC East
PHI,2012,280,444,4,12,0,5675,18,10,28,1065,48,106,18,51,14,5506,32,12,44,974,30,49,4,55,6,0.5577507598784195,658,3781,407,1894,0.5705882352941176,510,3457,464,2049,-164,NFC East
PHI,2013,442,382,10,6,0,6693,32,19,51,1035,45,73,10,52,8,6324,25,12,37,1135,37,50,11,33,19,0.5605786618444847,553,4126,482,2567,0.5811965811965812,702,4639,433,1685,60,NFC East
PHI,2014,474,400,10,6,0,6307,27,16,43,1109,32,58,14,52,20,5984,29,14,43,1093,49,66,16,52,12,0.5929339477726574,651,4356,458,1951,0.5408805031446541,636,4198,457,1786,74,NFC East
PHI,2015,377,430,7,9,0,5839,23,15,38,1090,37,92,13,48,18,6448,36,10,46,1125,37,78,9,46,15,0.6155015197568389,658,4087,432,1752,0.5907046476761619,667,4275,458,2173,-53,NFC East
PHI,2016,367,331,7,9,0,5420,16,16,32,1070,33,91,6,53,13,5504,25,10,35,960,34,83,9,55,16,0.59375,640,3587,430,1833,0.568259385665529,586,3832,374,1672,36,NFC East
PHI,2017,457,295,13,3,0,5874,38,9,47,1053,36,104,9,57,9,4893,24,7,31,967,38,104,11,59,18,0.5711892797319933,597,3737,456,2137,0.5707547169811321,636,3637,331,1256,162,NFC East
PHI,2018,367,348,9,7,0,5866,29,12,41,1027,40,98,11,39,11,5867,22,14,36,996,44,125,6,44,10,0.6635220125786163,636,4277,391,1589,0.6223880597014926,670,4310,326,1557,19,NFC East
NYJ,2009,348,236,9,7,0,5158,12,21,33,1012,30,42,9,43,19,4050,8,11,19,944,32,67,10,48,17,0.5011933174224343,419,2382,593,2776,0.48592870544090055,533,2459,411,1591,112,AFC East
NYJ,2010,367,304,11,5,0,5629,20,14,34,1073,28,46,7,30,13,4712,24,11,35,968,40,71,16,32,11,0.526508226691042,547,3244,526,2385,0.4735915492957746,568,3209,400,1503,63,AFC East
NYJ,2011,377,363,8,8,0,4996,26,14,40,1018,40,65,10,33,17,5007,15,17,32,973,35,60,10,46,18,0.5326460481099656,582,3297,436,1699,0.5159474671669794,533,3216,440,1791,14,AFC East
NYJ,2012,281,375,6,10,0,4753,14,12,26,1024,46,67,15,33,18,5165,20,17,37,995,30,59,11,40,10,0.5065420560747663,535,2857,489,1896,0.5125725338491296,517,3008,478,2157,-94,AFC East
NYJ,2013,290,387,8,8,0,5096,13,12,25,1007,47,91,7,37,18,5381,26,9,35,1033,41,76,1,50,11,0.5095785440613027,522,2932,485,2164,0.5521669341894061,623,3957,410,1424,-97,AFC East
NYJ,2014,283,401,4,12,0,5194,16,11,27,1042,47,84,7,48,13,5269,31,10,41,955,45,94,4,37,6,0.5304990757855823,541,2946,501,2248,0.5986159169550173,578,3763,377,1506,-118,AFC East
NYJ,2015,387,314,10,6,0,5936,33,11,44,1061,22,68,8,51,16,5110,25,4,29,1000,39,96,10,46,17,0.5782747603833865,626,4057,435,1879,0.5384615384615384,637,3763,363,1347,73,AFC East
NYJ,2016,275,409,5,11,0,5267,16,10,26,994,35,88,8,39,22,5546,30,11,41,976,26,71,5,56,8,0.5370051635111877,581,3467,413,1800,0.6087719298245614,570,3902,406,1644,-134,AFC East
NYJ,2017,298,382,5,11,0,4901,19,13,32,965,47,91,10,52,11,5648,30,13,43,1043,28,88,9,46,10,0.5869565217391305,552,3182,413,1719,0.5643224699828473,583,3753,460,1895,-84,AFC East
NYJ,2018,333,441,4,12,0,4800,18,11,29,954,37,73,9,47,17,6108,29,16,45,1043,39,109,7,40,13,0.5387387387387388,555,3165,399,1635,0.5919354838709677,620,4067,423,2041,-108,AFC East
KC,2009,294,424,4,12,0,4837,18,8,26,1012,45,75,8,52,16,6225,25,18,43,1044,23,40,12,27,14,0.5147313691507799,577,2917,435,1920,0.5738636363636364,528,3705,516,2520,-130,AFC West
KC,2010,366,326,10,6,0,5604,27,13,40,1048,32,70,5,41,8,5293,23,11,34,1009,39,75,7,26,13,0.548,500,2968,548,2636,0.5212418300653595,612,3519,397,1774,40,AFC West
KC,2011,212,338,7,9,0,4984,13,5,18,1001,34,69,6,53,17,5337,23,14,37,977,29,60,7,39,17,0.5714285714285714,525,3086,476,1898,0.5355648535564853,478,3217,499,2120,-126,AFC West
KC,2012,211,425,2,14,0,5117,8,9,17,1002,39,81,15,54,19,5724,29,11,40,953,27,50,3,41,6,0.5404339250493096,507,2713,495,2404,0.5728952772073922,487,3533,466,2191,-214,AFC West
KC,2013,430,305,11,5,0,5413,24,17,41,1004,40,71,9,28,9,5893,25,9,34,1055,47,70,11,29,20,0.5731497418244407,581,3340,423,2073,0.526813880126183,634,3962,421,1931,125,AFC West
KC,2014,353,281,9,7,0,5111,19,17,36,955,49,75,10,36,6,5304,22,4,26,1008,46,77,6,34,5,0.5893186003683242,543,3202,412,1909,0.5408163265306123,588,3254,420,2050,72,AFC West
KC,2015,405,287,11,5,0,5315,20,19,39,941,45,70,6,39,6,5282,25,7,32,1032,47,73,6,32,22,0.5984555984555985,518,3260,423,2055,0.5344563552833078,653,3700,379,1582,118,AFC West
KC,2016,389,311,12,4,0,5511,19,15,34,969,32,65,8,43,8,5909,23,10,33,1054,28,71,11,38,17,0.6325823223570191,577,3742,392,1769,0.5591054313099042,626,3960,428,1949,78,AFC West
KC,2017,415,339,10,6,0,5987,26,12,38,975,37,79,3,36,6,5860,23,15,38,1035,31,66,8,49,16,0.6280276816608996,578,4104,397,1883,0.5416666666666666,600,3954,435,1906,76,AFC West
