pitch_type,batted_ball_type,hit_x,hit_y,exit_velocity,launch_angle,outcome,batter_stand,hit_distance,player
SI,ground_ball,28.58999999999999,33.860000000000014,82.9,-21,field_out,L,NA,bell
CU,line_drive,57.19000000000001,86.74000000000001,84.6,16,single,L,204,bell
FF,ground_ball,6.749999999999986,55.19,100.1,-3,field_out,L,31,bell
FF,fly_ball,-43.83,151.18,105.2,38,field_out,L,373,bell
CH,line_drive,32.80999999999999,40.620000000000005,78.2,12,single,L,160,bell
FT,line_drive,-62.43,138.37,98.2,29,field_out,L,360,bell
FF,fly_ball,45.489999999999995,125.68,93.7,42,field_out,R,318,bell
FF,fly_ball,112.49,167.43,114.9,25,home_run,L,472,bell
CU,line_drive,-63.79,149.01000000000002,107.7,12,double,L,335,bell
FF,ground_ball,21.14,33.71000000000001,77.9,-53,field_out,L,2,bell
SL,line_drive,68.26,109.49000000000001,88.7,22,field_out,L,305,bell
SI,ground_ball,-55.17,73.68,102.8,1,double,L,67,bell
FF,fly_ball,-77.12,100.64000000000001,98.9,49,field_out,L,301,bell
FF,fly_ball,-93.52000000000001,89.27000000000001,90.1,42,field_out,L,306,bell
FT,ground_ball,-14.590000000000003,43.400000000000006,101.2,-15,field_out,L,10,bell
FF,line_drive,-47.05,160.41000000000003,106.9,19,double,L,396,bell
FF,fly_ball,-10.36,113.66000000000001,92.6,48,field_out,R,293,bell
SI,fly_ball,21.42,189.93,111.3,22,home_run,L,451,bell
FC,fly_ball,101.85000000000001,125.23,103.5,27,home_run,L,379,bell
CH,fly_ball,-10.689999999999998,151.10000000000002,96.8,34,field_out,L,360,bell
CH,line_drive,-50.55,95.50000000000001,89.3,18,single,R,259,bell
SI,ground_ball,1.1499999999999915,19.170000000000016,79.3,-30,force_out,R,3,bell
FF,line_drive,68.96999999999998,82.65,108.4,12,double,L,255,bell
CU,fly_ball,55.83999999999999,135.53,92.8,30,field_out,L,346,bell
FF,line_drive,-52.36,132.98000000000002,93.3,19,double,L,340,bell
SI,popup,-34.269999999999996,45.59,53.5,50,single,L,143,bell
SI,line_drive,-10.670000000000002,56.41,99.2,9,field_out,L,187,bell
CH,line_drive,-45.07000000000001,63.20000000000002,76.2,15,single,R,182,bell
CU,line_drive,68.44000000000001,136.66000000000003,97.5,24,double,R,361,bell
SL,ground_ball,-22.17,40.79000000000002,96.9,-8,field_out,R,9,bell
CU,line_drive,-28.10000000000001,48.53,97.2,11,field_out,R,183,bell
FF,line_drive,78.46999999999998,108.66000000000001,89.9,27,field_out,R,317,bell
SI,line_drive,57.7,94.88000000000001,101.8,13,field_out,R,265,bell
FT,line_drive,24.290000000000006,170,104.4,19,home_run,R,407,bell
FS,popup,-38.22,18.57000000000002,80,69,field_out,L,NA,bell
FF,ground_ball,-66.08,80.95000000000002,97.7,-2,double,L,47,bell
CH,ground_ball,24.769999999999996,36.130000000000024,91,-8,field_out,L,18,bell
CU,fly_ball,19.480000000000004,177.91000000000003,102,25,home_run,L,423,bell
CH,ground_ball,19.320000000000007,32.5,92.9,-10,field_out,L,16,bell
FC,fly_ball,47.17999999999999,87.61000000000001,89.2,39,field_out,L,NA,bell
SI,line_drive,-8.659999999999997,167.07000000000002,110.9,19,triple,L,396,bell
KC,ground_ball,1.7600000000000051,14.330000000000013,82.9,-21,field_out,L,NA,bell
CH,ground_ball,-17.620000000000005,43.400000000000006,85,-13,field_out,R,12,bell
CH,fly_ball,107.60000000000001,140.78,105.9,29,home_run,L,416,bell
CH,ground_ball,-8.540000000000006,56.120000000000005,88.7,-8,field_out,L,18,bell
CH,ground_ball,-16.409999999999997,27.05000000000001,81.1,-36,field_out,R,3,bell
FT,ground_ball,-8.540000000000006,15.54000000000002,80.4,-40,field_out,R,3,bell
FC,ground_ball,-15.200000000000003,47.03,96.9,-16,field_out,R,6,bell
FT,ground_ball,47.17999999999999,92.46000000000001,107.7,-13,single,R,12,bell
CH,ground_ball,-22.39,32.150000000000006,71.9,1,grounded_into_double_play,L,41,bell
SL,fly_ball,-85.37,110.96000000000001,101.5,42,sac_fly,R,330,bell
FF,fly_ball,-95,96.09,90.3,35,field_out,L,320,bell
CU,line_drive,-48.71000000000001,107.91000000000001,97.5,10,single,L,226,bell
SL,ground_ball,-37.53,93.93,104,6,single,R,108,bell
SL,fly_ball,-16.409999999999997,173.33,105.3,30,field_out,R,411,bell
FC,line_drive,83.07000000000001,80.08000000000001,96.8,17,double,L,271,bell
FF,line_drive,48.89,155.55,106.8,19,double,L,385,bell
CH,popup,67.7,27.76000000000002,84.6,57,field_out,L,208,bell
FS,ground_ball,21.480000000000004,34.870000000000005,82.9,-21,field_out,L,NA,bell
CU,line_drive,-61.07000000000001,93.71000000000001,98.3,15,triple,L,268,bell
FS,fly_ball,-11.370000000000005,167.69,100.9,30,field_out,L,397,bell
FF,ground_ball,26.049999999999997,47.06,96.3,-13,field_out,L,11,bell
FF,fly_ball,-98.29,140.5,106,29,home_run,R,405,bell
SL,fly_ball,54.17999999999999,117.93,91.6,44,field_out,L,307,bell
FF,ground_ball,-8.540000000000006,55.51000000000002,96.7,-3,field_out,R,25,bell
CH,ground_ball,-4.900000000000006,51.880000000000024,75.4,-2,single,R,26,bell
FT,line_drive,-65.28,89.21000000000001,107.3,14,single,L,265,bell
SI,line_drive,84.10000000000001,77.93,95.4,19,single,R,271,bell
FC,ground_ball,35.07000000000001,30.07000000000002,82.9,-21,field_out,L,NA,bell
FF,ground_ball,34.459999999999994,31.29000000000002,82.9,-21,field_out,L,NA,bell
SI,ground_ball,-18.83,30.680000000000007,94.4,-13,field_out,L,10,bell
FF,ground_ball,35.07000000000001,33.71000000000001,80.3,-10,field_out,L,16,bell
FF,ground_ball,-13.989999999999995,51.880000000000024,94,1,force_out,R,54,bell
CU,line_drive,93.61,97.99000000000001,94.5,21,double,L,318,bell
FF,fly_ball,NA,NA,113.3,22,home_run,L,474,bell
SL,fly_ball,-8.790000000000006,125.50000000000001,81.3,32,field_out,R,301,bell
CH,fly_ball,23.42,181.08,108,23,home_run,L,432,bell
FT,line_drive,-53.7,151.85000000000002,104.8,19,double,L,382,bell
FF,line_drive,25.749999999999986,135.45000000000002,90.4,23,double,L,328,bell
FF,ground_ball,12.049999999999997,33.71000000000001,98.3,-9,fielders_choice_out,L,17,bell
CH,line_drive,24.980000000000004,52.35000000000002,78.9,12,field_out,L,155,bell
CH,ground_ball,72.02,80.95000000000002,92.5,0,single,L,44,bell
FF,fly_ball,-46.68000000000001,143.62,102.4,39,field_out,L,359,bell
FF,ground_ball,20.679999999999993,105.49000000000001,111.5,-4,single,L,23,bell
FF,ground_ball,-18.370000000000005,30.72,107.4,-8,field_out,L,12,bell
FT,line_drive,-54.900000000000006,127.43,98.4,20,field_out,L,330,bell
CU,ground_ball,31.440000000000012,54.30000000000001,95.3,-13,field_out,L,9,bell
CU,ground_ball,17.510000000000005,51.27000000000001,108.4,4,field_out,L,101,bell
FF,ground_ball,1.8100000000000023,2.0600000000000023,82.9,-21,field_out,L,NA,bell
FC,line_drive,-48.7,99.89000000000001,81.2,27,sac_fly,L,267,bell
SI,ground_ball,22.459999999999994,44.16,105.6,-15,field_out,L,9,bell
SL,fly_ball,-2.6200000000000045,142.10000000000002,92.1,35,field_out,L,338,bell
FT,line_drive,-8.159999999999997,119.79,96.3,12,field_out,L,288,bell
CH,ground_ball,35.2,60.98000000000002,81.8,2,field_out,L,60,bell
CU,line_drive,-11.430000000000007,111.25000000000001,103,11,single,L,271,bell
SL,fly_ball,-34.730000000000004,74.12,84.4,58,field_out,L,200,bell
CH,line_drive,63.27999999999999,89.13000000000001,77.7,22,single,L,259,bell
FF,fly_ball,63.69000000000001,171.43,107.3,28,home_run,L,431,gallo
SI,fly_ball,-76.14,88.76,98.4,55,field_out,L,278,gallo
FF,fly_ball,39.519999999999996,189.98000000000002,112.6,27,home_run,L,457,gallo
FF,popup,-30.950000000000003,5.850000000000023,80,69,field_out,L,NA,gallo
CH,line_drive,44.89,72.47000000000001,111.3,11,single,L,205,gallo
NA,line_drive,63.94000000000001,80.04,90.4,15,single,L,NA,gallo
CU,fly_ball,-10.079999999999998,128.57,93.9,45,field_out,L,307,gallo
FF,popup,35.55999999999999,60.900000000000006,80,69,field_out,L,NA,gallo
CU,ground_ball,34.35000000000001,48.18000000000001,82.9,-21,field_out,L,NA,gallo
SL,popup,-15.420000000000002,24.880000000000024,80,69,field_out,L,NA,gallo
CH,ground_ball,33.02999999999999,32.150000000000006,74.5,-4,field_out,L,16,gallo
FF,line_drive,101.02,110.36000000000001,110.1,21,home_run,L,352,gallo
SL,line_drive,99.11,109.94000000000001,106,23,double,L,346,gallo
FF,fly_ball,-37.97,160.78,103,30,home_run,L,NA,gallo
FC,line_drive,41.33,77.37,80.9,19,single,L,211,gallo
SL,ground_ball,22.959999999999994,8.880000000000024,70.2,-1,single,L,29,gallo
CH,ground_ball,29.61999999999999,39.16,74.6,-2,field_out,L,27,gallo
SI,ground_ball,23.61999999999999,51.03,107.1,5,field_out,L,98,gallo
SI,line_drive,50.019999999999996,112.38000000000001,111.9,13,single,L,241,gallo
FF,popup,-37,15.54000000000002,80,69,field_out,L,NA,gallo
FF,line_drive,42.94000000000001,55.51000000000002,101.7,10,single,L,169,gallo
CU,line_drive,94.99,103.72000000000001,111.2,22,double,L,329,gallo
FF,line_drive,61.519999999999996,57,103.7,14,double,L,199,gallo
KC,fly_ball,51.13000000000001,162.08,103.3,25,double,L,400,gallo
KC,fly_ball,-101.71000000000001,136.54000000000002,105.6,43,home_run,L,402,gallo
FF,line_drive,46.92999999999999,97.65,111.2,12,single,L,189,gallo
FF,popup,-54.21000000000001,30.30000000000001,92.2,67,field_out,L,163,gallo
FF,line_drive,77.38000000000001,79.03000000000002,103,18,double,L,260,gallo
FF,fly_ball,-37.96000000000001,111.03000000000002,105.4,54,double,L,280,gallo
FF,ground_ball,35.19000000000001,54.68000000000001,103,-1,field_out,L,38,gallo
FF,popup,-24.75,34.870000000000005,80,69,field_out,L,NA,gallo
FF,fly_ball,29.820000000000007,153.60000000000002,102.5,37,field_out,L,370,gallo
FC,ground_ball,2.469999999999999,16.77000000000001,58.6,-47,field_out,L,2,gallo
FF,fly_ball,33.7,184.74,109.8,29,home_run,L,443,gallo
FT,line_drive,61.63000000000001,61.23000000000002,90,18,double,L,206,gallo
SL,fly_ball,8.269999999999996,143.33,89.2,33,field_out,L,341,gallo
FT,ground_ball,-6.719999999999999,117.29,93.5,5,single,L,95,gallo
FF,line_drive,4.179999999999993,14.330000000000013,85.6,6,field_out,L,88,gallo
FF,ground_ball,-17.019999999999996,36.74000000000001,60.7,-21,single,L,7,gallo
FT,line_drive,34.260000000000005,142.58,111,16,single,L,280,gallo
FS,ground_ball,-0.6599999999999966,19.170000000000016,82.9,-21,field_out,L,NA,gallo
FT,ground_ball,19.320000000000007,45.82000000000002,73.5,-15,field_out,L,6,gallo
FF,line_drive,111.82000000000001,102.95000000000002,114.4,22,home_run,L,356,gallo
FF,fly_ball,-13.189999999999998,105.36000000000001,84.1,49,field_out,L,255,gallo
CH,ground_ball,-17.019999999999996,47.03,69.5,-4,field_out,L,20,gallo
FF,fly_ball,67.08,186.89000000000001,108.6,32,home_run,L,467,gallo
CU,fly_ball,-23.200000000000003,103.44000000000001,102.8,57,field_out,L,254,gallo
CH,fly_ball,65.61999999999999,144.86,100.8,32,home_run,L,376,gallo
KC,fly_ball,-42.55,134.27,91.1,31,field_out,L,335,gallo
FF,ground_ball,33.52999999999999,37.96000000000001,80.6,-23,field_out,L,4,gallo
FF,popup,20.85000000000001,50.130000000000024,102.4,66,field_out,L,156,gallo
FF,fly_ball,-16.650000000000006,147.08,107.3,45,field_out,L,351,gallo
FF,line_drive,60.540000000000006,153.77,112.7,21,double,L,389,gallo
FF,line_drive,50.94000000000001,69.27000000000001,104.4,15,single,L,206,gallo
FT,line_drive,23.309999999999988,116.43,83.4,27,single,L,284,gallo
FF,popup,-10.960000000000008,50.06,107.2,63,single,L,217,gallo
FF,fly_ball,-34.040000000000006,161.38,104.1,41,sac_fly,L,389,gallo
SL,ground_ball,33.249999999999986,29.47,93,-7,field_out,L,17,gallo
CU,line_drive,70.61999999999999,66.13000000000002,91.4,21,triple,L,228,gallo
CH,line_drive,19.11999999999999,139.4,111.4,18,field_out,L,334,gallo
KC,ground_ball,96.24,79.74000000000001,107.6,4,double,L,97,gallo
KC,fly_ball,111.99,108.21000000000001,110.7,35,home_run,L,433,gallo
FF,fly_ball,NA,NA,113.4,33,home_run,L,442,gallo
FF,line_drive,39.540000000000006,97.55000000000001,91,14,single,L,181,gallo
CU,fly_ball,-5.730000000000004,98.41000000000001,90.6,54,field_out,L,237,gallo
FF,fly_ball,84.64,109.44000000000001,86.8,34,field_out,L,325,gallo
CH,line_drive,NA,NA,114.4,17,single,L,304,gallo
FF,fly_ball,NA,NA,110.3,32,home_run,L,439,gallo
SL,line_drive,87.61,97.98,111.8,19,double,L,308,gallo
FF,ground_ball,-10.960000000000008,41.58000000000001,103.7,0,single,L,54,gallo
SI,line_drive,102.74,154.81,115.1,25,home_run,L,436,gallo
KC,ground_ball,16.89999999999999,44.610000000000014,70,-34,field_out,L,3,gallo
CH,ground_ball,16.290000000000006,54.30000000000001,99.3,2,field_out,L,56,gallo
CH,line_drive,31.08999999999999,37.46000000000001,82.2,12,field_out,L,125,gallo
CH,ground_ball,8.179999999999993,53.170000000000016,106.4,-12,field_out,L,10,gallo
EP,line_drive,32.11999999999999,35.33000000000001,91.5,10,field_out,L,122,gallo
CU,ground_ball,31.499999999999986,39.48000000000002,89.2,5,field_out,L,71,gallo
SL,fly_ball,40.86999999999999,100.74000000000001,99.4,55,field_out,L,244,gallo
CH,fly_ball,73.79,172.05,111,31,home_run,L,441,gallo
SL,fly_ball,64.38000000000001,146.62,109.2,40,home_run,L,379,gallo
FF,line_drive,29.14,46.84,109.1,12,double_play,L,172,gallo
CH,ground_ball,32.769999999999996,45.620000000000005,73,0,field_out,L,34,gallo
FF,fly_ball,44.08,168.35000000000002,107.4,33,home_run,L,411,gallo
CU,ground_ball,30.219999999999985,51.27000000000001,79.6,2,single,L,44,gallo
CU,ground_ball,23.559999999999988,24.02000000000001,104.8,1,double_play,L,46,gallo
SL,ground_ball,51.42,60.96000000000001,106.8,2,field_out,L,62,gallo
SL,ground_ball,21.14,60.360000000000014,102.8,7,field_out,L,118,gallo
FT,fly_ball,-86.44,127.52000000000001,104.4,30,double,L,363,gallo
CU,line_drive,-44.93000000000001,106.73,100.7,15,single,L,277,gallo
FC,fly_ball,-32.19,92.67000000000002,79.6,49,field_out,L,236,gallo
FF,fly_ball,-32.879999999999995,180.17000000000002,109.6,33,home_run,L,433,gallo
FF,fly_ball,-76.59,106.29,101,49,field_out,L,310,gallo
CU,ground_ball,11.38000000000001,20.27000000000001,54,-46,force_out,L,3,gallo
SL,line_drive,63.60000000000001,119.10000000000001,115.4,19,field_out,L,318,gallo
FC,ground_ball,19.41000000000001,58.33000000000001,83.9,9,field_out,L,106,gallo
