period,clock,las_score,con_score,description,team,event,x_loc,y_loc,field_goal_type,shot_made,assisted,shooting_foul,distance_from_hoop
4,04:39,67,77,[CON] Thomas Driving Layup Shot: Missed Block: Ogwumike (2 BLK),con,field_goal_attempt,50,3,two_pointer,1,0,0,5.008991914547277
4,04:27,67,77,[CON] Stricklen 3pt Shot: Missed,con,field_goal_attempt,29,239,three_pointer,1,0,0,24.075298544358695
4,04:14,67,79,[CON 79-67] Williams Pullup Jump shot: Made (15 PTS),con,field_goal_attempt,101,71,two_pointer,0,1,0,12.345849504995595
4,04:00,69,79,[LAS 69-79] Ogwumike Driving Reverse Layup Shot: Made (14 PTS) Assist: Gray (5 AST),las,field_goal_attempt,24,13,two_pointer,0,1,0,2.7294688127912363
4,03:39,69,79,[CON] Thomas 3pt Shot: Missed,con,field_goal_attempt,156,214,three_pointer,1,0,0,26.482447016844947
4,03:25,69,79,[LAS] Gray Foul: Offensive Charge (3 PF),las,foul,28,62,NA,0,0,0,6.802940540677979
4,03:25,69,79,[LAS] Gray Turnover : Offensive Foul Turnover (6 TO),las,turnover,28,62,NA,0,0,0,6.802940540677979
4,03:10,69,79,[CON] Jones Turnover : Lost Ball (4 TO) Steal:Ogwumike (3 ST),con,turnover,-54,25,NA,0,0,0,5.950630218724736
4,03:08,69,79,[CON] Jones Foul: Personal (1 PF),con,foul,47,816,NA,0,0,0,81.73524331645437
4,02:50,71,79,[LAS 71-79] Ogwumike Cutting Finger Roll Layup Shot: Made (16 PTS) Assist: Gray (6 AST),las,field_goal_attempt,16,12,two_pointer,0,1,0,2
4,02:50,71,79,[CON] Jones Foul: Shooting (2 PF) (1 FTA),con,foul,16,12,NA,0,0,1,2
4,02:36,72,79,[CON] Thomas Pullup Jump shot: Missed,con,field_goal_attempt,84,146,two_pointer,1,0,0,16.84399002611911
4,02:15,72,79,[LAS] Gray Turnover : Bad Pass (7 TO) Steal:Jones (1 ST),las,turnover,94,238,NA,0,0,0,25.58906016249913
4,02:10,72,79,[LAS] Ogwumike Foul: Personal (4 PF) (2 FTA),las,foul,-110,162,NA,0,0,0,19.5816240388789
4,02:00,75,81,[LAS 75-81] Ogwumike 3pt Shot: Made (21 PTS) Assist: Jones (4 AST),las,field_goal_attempt,109,241,three_pointer,0,1,0,26.450330810785715
4,01:45,75,81,[CON] Jones 3pt Shot: Missed,con,field_goal_attempt,-9,260,three_pointer,1,0,0,26.0155722597063
4,01:26,75,81,[LAS] Jones Turnover : Bad Pass (1 TO) Steal:Jones (2 ST),las,turnover,-96,15,NA,0,0,0,9.716480844420989
4,01:22,75,81,[CON] Stricklen Turnover : Bad Pass (1 TO) Steal:Mabrey (2 ST),con,turnover,-120,278,NA,0,0,0,30.279365911458584
4,01:16,77,81,[LAS 77-81] Ogwumike Driving Layup Shot: Made (19 PTS) Assist: Mabrey (2 AST),las,field_goal_attempt,37,7,two_pointer,0,1,0,3.7656340767525465
4,00:59.8,77,81,[CON] Williams Turnover : Lost Ball (1 TO) Steal:Ogwumike (3 ST),con,turnover,-37,28,NA,0,0,0,4.640043103248073
4,00:56.0,77,81,[LAS] Gray Turnover : Out of Bounds Lost Ball Turnover (8 TO),las,turnover,102,2,NA,0,0,0,10.20196059588548
4,00:34.8,77,83,[CON 83-77] Thomas Jump Shot: Made (11 PTS) Assist: Williams (3 AST),con,field_goal_attempt,79,49,two_pointer,0,1,0,9.296235797353681
4,00:29.9,77,83,[LAS] Jones Jump Shot: Missed,las,field_goal_attempt,203,21,two_pointer,1,0,0,20.408331631958553
4,00:25.7,77,83,[LAS] Jones Foul: Personal Take (3 PF) (2 FTA),las,foul,181,502,NA,0,0,0,53.363376954611866
4,00:24.2,77,85,[LAS] Jones Turnover : Bad Pass (2 TO) Steal:Thomas (5 ST),las,turnover,220,141,NA,0,0,0,26.13063336392748
4,00:21.1,77,87,[CON 87-77] Thomas Running Layup Shot: Made (15 PTS),con,field_goal_attempt,24,-1,two_pointer,0,1,0,2.4020824298928627
4,00:10.1,77,87,[LAS] Jones Turnover : Bad Pass (3 TO) Steal:Thomas (6 ST),las,turnover,69,188,NA,0,0,0,20.026232796010337
4,00:06.2,77,89,[CON 89-77] Thomas Running Layup Shot: Made (17 PTS),con,field_goal_attempt,-41,-10,two_pointer,0,1,0,4.220189569201838
4,00:01.0,77,89,[LAS] Jones 3pt Shot: Missed,las,field_goal_attempt,96,258,three_pointer,1,0,0,27.528167392690708
