"","match_id.x","tournament","year","winner_name","loser_name","winner_rank","loser_rank","winner_age","winner_ioc","Retirement","w_pointswon","w_gameswon","w_setswon","l_pointswon","l_gameswon","l_setswon","round","a1","a2","match_id.y","player1","player2","Tour","slam","week","w_ave_serve_speed","l_ave_serve_speed","w_n_aces","l_n_aces","w_n_winners","l_n_winners","w_n_netpt_w","l_n_netpt_w","w_n_netpt","l_n_netpt","w_n_bp_w","l_n_bp_w","w_n_bp","l_n_bp","w_n_ue","l_n_ue","w_n_sv_w","l_n_sv_w","w_n_sv","l_n_sv"
"1339","2015-520:63","French Open",2015,"Marcel Granollers","Matthias Bachinger",57,124,29.1170431211,"ESP",FALSE,115,19,3,99,13,0,"R128","Marcel Granollers","Matthias Bachinger","2015-frenchopen-1163","Marcel Granollers","Matthias Bachinger","atp","frenchopen","Week 1",97.6929824561404,94.7,8,1,40,40,14,14,22,22,3,0,7,7,27,37,75,60,114,100
"1340","2015-520:64","French Open",2015,"Roger Federer","Alejandro Falla",2,109,33.7932922656,"SUI",FALSE,105,18,3,85,10,0,"R128","Alejandro Falla","Roger Federer","2015-frenchopen-1164","Alejandro Falla","Roger Federer","atp","frenchopen","Week 1",105.123456790123,94.7064220183486,8,2,43,30,15,15,21,21,4,0,16,2,26,26,60,64,81,109
"1341","2015-520:65","French Open",2015,"Novak Djokovic","Gilles Muller",1,55,28.0082135524,"SRB",FALSE,95,18,3,63,9,0,"R64","Gilles Muller","Novak Djokovic","2015-frenchopen-1201","Novak Djokovic","Gilles Muller","atp","frenchopen","Week 1",102.095890410959,97.6941176470588,3,4,35,23,7,7,10,10,5,1,12,4,18,26,57,47,73,85
"1342","2015-520:66","French Open",2015,"Thanasi Kokkinakis","Bernard Tomic",84,26,19.1211498973,"AUS",FALSE,162,26,3,150,25,2,"R64","Bernard Tomic","Thanasi Kokkinakis","2015-frenchopen-1202","Thanasi Kokkinakis","Bernard Tomic","atp","frenchopen","Week 1",104.184397163121,101.602339181287,19,6,71,37,11,11,12,12,5,5,22,14,61,45,96,105,141,171
"1343","2015-520:67","French Open",2015,"Richard Gasquet","Carlos Berlocq",21,111,28.9336071184,"FRA",FALSE,132,25,3,119,17,2,"R64","Carlos Berlocq","Richard Gasquet","2015-frenchopen-1203","Richard Gasquet","Carlos Berlocq","atp","frenchopen","Week 1",101.378151260504,98.2954545454545,2,4,54,47,25,25,34,34,6,2,14,2,41,33,80,80,119,132
"1344","2015-520:68","French Open",2015,"Kevin Anderson","Yen Hsun Lu",17,65,29.0184804928,"RSA",FALSE,133,23,3,121,19,1,"R64","Kevin Anderson","Yen Hsun Lu","2015-frenchopen-1204","Yen Hsun Lu","Kevin Anderson","atp","frenchopen","Week 1",114.745901639344,105.030303030303,21,8,64,40,8,8,11,11,5,3,14,6,37,32,83,82,122,132
"1345","2015-520:69","French Open",2015,"Jack Sock","Pablo Carreno Busta",37,61,22.6639288159,"USA",FALSE,163,26,3,154,20,1,"R64","Jack Sock","Pablo Carreno Busta","2015-frenchopen-1205","Jack Sock","Pablo Carreno Busta","atp","frenchopen","Week 1",99.8516483516484,97.1703703703704,6,6,67,47,20,20,27,27,5,3,8,15,78,48,111,83,182,135
"1346","2015-520:70","French Open",2015,"Borna Coric","Tommy Robredo",46,19,18.5242984257,"CRO",FALSE,153,26,3,151,23,2,"R64","Borna Coric","Tommy Robredo","2015-frenchopen-1206","Borna Coric","Tommy Robredo","atp","frenchopen","Week 1",97.569696969697,99.6474820143885,3,7,34,58,18,18,22,22,8,6,15,19,38,64,99,85,165,139
"1347","2015-520:71","French Open",2015,"Andrey Kuznetsov","Jurgen Melzer",120,110,24.2518822724,"RUS",FALSE,147,25,3,125,19,1,"R64","Andrey Kuznetsov","Jurgen Melzer","2015-frenchopen-1207","Jurgen Melzer","Andrey Kuznetsov","atp","frenchopen","Week 1",98.8031496062992,97.6551724137931,4,4,51,32,16,16,24,24,7,4,14,8,49,47,84,82,127,145
"1348","2015-520:72","French Open",2015,"Rafael Nadal","Nicolas Almagro",7,154,28.9746748802,"ESP",FALSE,103,18,3,82,8,0,"R64","Nicolas Almagro","Rafael Nadal","2015-frenchopen-1208","Nicolas Almagro","Rafael Nadal","atp","frenchopen","Week 1",102.612903225806,105.54347826087,5,2,31,33,6,6,8,8,6,1,16,7,16,38,59,48,93,92
"1349","2015-520:73","French Open",2015,"Andy Murray","Joao Sousa",3,44,28.0273785079,"GBR",FALSE,116,22,3,93,13,1,"R64","Andy Murray","Joao Sousa","2015-frenchopen-1209","Andy Murray","Joao Sousa","atp","frenchopen","Week 1",99.4777777777778,102.46218487395,4,2,37,29,14,14,20,20,7,2,13,4,30,36,64,67,90,119
"1350","2015-520:75","French Open",2015,"David Goffin","Santiago Giraldo",18,64,24.462696783,"BEL",FALSE,123,23,3,109,16,1,"R64","David Goffin","Santiago Giraldo","2015-frenchopen-1211","David Goffin","Santiago Giraldo","atp","frenchopen","Week 1",92.7704918032787,98.4090909090909,5,2,31,34,8,8,10,10,6,3,15,7,44,52,81,68,122,110
"1351","2015-520:76","French Open",2015,"Jeremy Chardy","John Isner",45,16,28.2792607803,"FRA",FALSE,118,22,3,99,16,1,"R64","Jeremy Chardy","John Isner","2015-frenchopen-1212","Jeremy Chardy","John Isner","atp","frenchopen","Week 1",112.046728971963,118.936363636364,10,15,49,47,8,8,11,11,5,2,10,5,20,24,75,67,107,110
"1352","2015-520:77","French Open",2015,"Marin Cilic","Andrea Arnaboldi",10,187,26.6529774127,"CRO",FALSE,96,19,3,65,8,0,"R64","Andrea Arnaboldi","Marin Cilic","2015-frenchopen-1213","Marin Cilic","Andrea Arnaboldi","atp","frenchopen","Week 1",109.025974025974,92.3571428571429,10,3,38,12,16,16,20,20,5,0,5,3,22,21,58,46,77,84
"1353","2015-520:8","French Open",2015,"Kevin Anderson","Tim Smyczek",17,73,29.0184804928,"RSA",FALSE,95,18,3,74,10,0,"R128","Kevin Anderson","Tim Smyczek","2015-frenchopen-1108","Tim Smyczek","Kevin Anderson","atp","frenchopen","Week 1",101.988095238095,103.882352941176,9,0,32,18,4,4,8,8,4,0,10,10,25,20,62,52,84,85
"1354","2015-520:80","French Open",2015,"David Ferrer","Daniel Gimeno Traver",8,66,33.144421629,"ESP",FALSE,89,18,3,55,6,0,"R64","Daniel Gimeno Traver","David Ferrer","2015-frenchopen-1216","Daniel Gimeno Traver","David Ferrer","atp","frenchopen","Week 1",95.044776119403,94.0649350649351,0,1,13,18,12,12,16,16,6,0,9,2,16,38,51,39,67,77
"1355","2015-520:81","French Open",2015,"Kei Nishikori","Thomaz Bellucci",5,40,25.401779603,"JPN",FALSE,108,19,3,89,13,0,"R64","Kei Nishikori","Thomaz Bellucci","2015-frenchopen-1217","Kei Nishikori","Thomaz Bellucci","atp","frenchopen","Week 1",98.9574468085106,97.0873786407767,3,6,39,24,10,10,11,11,5,2,12,3,30,43,65,60,94,103
"1356","2015-520:82","French Open",2015,"Benjamin Becker","Fernando Verdasco",48,34,33.9383983573,"GER",FALSE,143,24,3,165,29,2,"R64","Benjamin Becker","Fernando Verdasco","2015-frenchopen-1218","Benjamin Becker","Fernando Verdasco","atp","frenchopen","Week 1",107.617283950617,98.5684931506849,10,14,43,73,15,15,24,24,4,6,8,11,41,40,101,104,162,146
"1357","2015-520:84","French Open",2015,"Teymuraz Gabashvili","Juan Monaco",74,35,30.0041067762,"RUS",FALSE,100,18,3,69,9,0,"R64","Juan Monaco","Teymuraz Gabashvili","2015-frenchopen-1220","Juan Monaco","Teymuraz Gabashvili","atp","frenchopen","Week 1",0,0,5,3,32,10,4,4,5,5,4,0,7,11,37,31,64,47,86,83
"1358","2015-520:85","French Open",2015,"Jo Wilfried Tsonga","Dudi Sela",15,91,30.1026694045,"FRA",FALSE,86,18,3,54,6,0,"R64","Dudi Sela","Jo Wilfried Tsonga","2015-frenchopen-1221","Jo Wilfried Tsonga","Dudi Sela","atp","frenchopen","Week 1",97.3650793650794,93.2467532467532,5,1,31,15,9,9,13,13,6,0,12,1,16,25,49,40,63,77
"1359","2015-520:86","French Open",2015,"Pablo Andujar","Philipp Kohlschreiber",42,28,29.3333333333,"ESP",FALSE,156,25,3,154,23,2,"R64","Pablo Andujar","Philipp Kohlschreiber","2015-frenchopen-1222","Pablo Andujar","Philipp Kohlschreiber","atp","frenchopen","Week 1",97.7162162162162,97.6296296296296,1,12,52,66,18,18,30,30,5,5,11,14,42,50,94,100,148,162
"1360","2015-520:87","French Open",2015,"Benoit Paire","Fabio Fognini",71,27,26.045174538,"FRA",FALSE,106,19,3,78,9,0,"R64","Benoit Paire","Fabio Fognini","2015-frenchopen-1223","Fabio Fognini","Benoit Paire","atp","frenchopen","Week 1",97.8414634146341,94.2058823529412,4,1,36,21,10,10,19,19,7,2,19,6,39,37,57,53,82,102
"1361","2015-520:88","French Open",2015,"Tomas Berdych","Radek Stepanek",4,129,29.6837782341,"CZE",FALSE,148,24,3,131,16,1,"R64","Radek Stepanek","Tomas Berdych","2015-frenchopen-1224","Radek Stepanek","Tomas Berdych","atp","frenchopen","Week 1",113.091549295775,104.192592592593,13,6,53,45,14,14,18,18,4,1,11,9,33,37,94,81,142,135
"1362","2015-520:89","French Open",2015,"Stan Wawrinka","Dusan Lajovic",9,67,30.1574264203,"SUI",FALSE,141,23,3,123,17,1,"R64","Dusan Lajovic","Stan Wawrinka","2015-frenchopen-1225","Stan Wawrinka","Dusan Lajovic","atp","frenchopen","Week 1",95.7022900763359,98.3233082706767,11,3,53,36,12,12,21,21,8,5,20,11,52,44,78,70,131,133
"1363","2015-520:9","French Open",2015,"Jack Sock","Grigor Dimitrov",37,11,22.6639288159,"USA",FALSE,103,19,3,85,11,0,"R128","Grigor Dimitrov","Jack Sock","2015-frenchopen-1109","Grigor Dimitrov","Jack Sock","atp","frenchopen","Week 1",103.834951456311,105.809523809524,2,4,29,30,12,12,15,15,3,0,8,6,18,28,74,56,103,84
"1364","2015-520:91","French Open",2015,"Nicolas Mahut","Ernests Gulbis",116,29,33.3388090349,"FRA",FALSE,128,22,3,114,17,1,"R64","Ernests Gulbis","Nicolas Mahut","2015-frenchopen-1227","Ernests Gulbis","Nicolas Mahut","atp","frenchopen","Week 1",101.676923076923,107.446428571429,7,10,32,58,14,14,17,17,6,4,14,10,27,52,82,66,130,112
"1365","2015-520:92","French Open",2015,"Gilles Simon","Martin Klizan",13,36,30.4065708419,"FRA",FALSE,95,19,3,77,10,0,"R64","Gilles Simon","Martin Klizan","2015-frenchopen-1228","Martin Klizan","Gilles Simon","atp","frenchopen","Week 1",97.1894736842105,88.8571428571429,3,3,16,29,5,5,12,12,7,3,11,7,21,44,59,41,95,77
"1366","2015-520:94","French Open",2015,"Pablo Cuevas","Dominic Thiem",23,31,29.3935660507,"URU",FALSE,179,27,3,178,23,1,"R64","Dominic Thiem","Pablo Cuevas","2015-frenchopen-1230","Dominic Thiem","Pablo Cuevas","atp","frenchopen","Week 1",100.925373134328,100.692307692308,12,6,38,61,14,14,20,20,4,2,9,22,50,53,124,101,201,156
"1367","2015-520:95","French Open",2015,"Damir Dzumhur","Marcos Baghdatis",88,59,23.0116358658,"BIH",FALSE,126,22,3,104,15,1,"R64","Damir Dzumhur","Marcos Baghdatis","2015-frenchopen-1231","Marcos Baghdatis","Damir Dzumhur","atp","frenchopen","Week 1",91.8888888888889,91.8524590163934,2,1,37,30,18,18,32,32,7,3,19,5,30,47,71,67,108,122
"1368","2015-520:96","French Open",2015,"Roger Federer","Marcel Granollers",2,57,33.7932922656,"SUI",FALSE,102,19,3,69,11,0,"R64","Marcel Granollers","Roger Federer","2015-frenchopen-1232","Marcel Granollers","Roger Federer","atp","frenchopen","Week 1",103.571428571429,102.053191489362,3,2,38,17,11,11,16,16,5,2,8,3,34,26,60,52,77,94
"1369","2015-520:97","French Open",2015,"Novak Djokovic","Thanasi Kokkinakis",1,84,28.0082135524,"SRB",FALSE,87,18,3,70,12,0,"R32","Novak Djokovic","Thanasi Kokkinakis","2015-frenchopen-1301","Novak Djokovic","Thanasi Kokkinakis","atp","frenchopen","Week 1",106.671052631579,109.79012345679,4,8,34,27,11,11,14,14,3,0,8,0,12,28,61,55,76,81
"1370","2015-520:98","French Open",2015,"Richard Gasquet","Kevin Anderson",21,17,28.9336071184,"FRA",FALSE,150,24,3,139,21,1,"R32","Kevin Anderson","Richard Gasquet","2015-frenchopen-1302","Richard Gasquet","Kevin Anderson","atp","frenchopen","Week 1",100.5,113.179310344828,3,22,44,62,10,10,12,12,2,1,12,13,31,48,99,94,144,145
"1371","2015-520:99","French Open",2015,"Jack Sock","Borna Coric",37,46,22.6639288159,"USA",FALSE,88,18,3,60,7,0,"R32","Borna Coric","Jack Sock","2015-frenchopen-1303","Jack Sock","Borna Coric","atp","frenchopen","Week 1",95.2816901408451,94.5324675324675,6,3,31,25,8,8,11,11,5,0,10,1,17,29,53,42,71,77
"1372","2015-540:1","Wimbledon",2015,"Novak Djokovic","Philipp Kohlschreiber",1,33,28.1040383299,"SRB",FALSE,103,18,3,84,12,0,"R128","Novak Djokovic","Philipp Kohlschreiber","2015-wimbledon-1101","Novak Djokovic","Philipp Kohlschreiber","atp","wimbledon","Week 1",108.357142857143,101.990291262136,12,6,36,25,18,18,24,24,5,2,12,9,21,22,59,59,84,103
"1373","2015-540:10","Wimbledon",2015,"Ricardas Berankis","Andreas Haider Maurer",90,57,25.0212183436,"LTU",TRUE,56,11,2,34,4,0,"R128","Andreas Haider Maurer","Ricardas Berankis","2015-wimbledon-1110","Andreas Haider Maurer","Ricardas Berankis","atp","wimbledon","Week 1",0,0,5,5,20,10,4,4,7,7,4,0,5,1,11,27,31,26,39,51
"1374","2015-540:100","Wimbledon",2015,"Denis Kudla","Santiago Giraldo",105,60,22.8637919233,"USA",FALSE,136,26,3,118,19,2,"R32","Denis Kudla","Santiago Giraldo","2015-wimbledon-1304","Denis Kudla","Santiago Giraldo","atp","wimbledon","Week 1",102.015625,100.460317460317,16,5,52,22,13,13,16,16,7,3,9,7,47,21,86,76,128,126
"1375","2015-540:101","Wimbledon",2015,"Stan Wawrinka","Fernando Verdasco",4,43,30.2532511978,"SUI",FALSE,102,18,3,82,11,0,"R32","Fernando Verdasco","Stan Wawrinka","2015-wimbledon-1305","Stan Wawrinka","Fernando Verdasco","atp","wimbledon","Week 1",112,97.701030927835,14,6,32,23,6,6,9,9,3,0,16,4,21,25,65,60,87,97
"1376","2015-540:102","Wimbledon",2015,"David Goffin","Marcos Baghdatis",15,54,24.5585215606,"BEL",FALSE,94,18,3,70,9,0,"R32","David Goffin","Marcos Baghdatis","2015-wimbledon-1306","Marcos Baghdatis","David Goffin","atp","wimbledon","Week 1",97.8488372093023,102.153846153846,7,7,31,21,6,6,11,11,6,2,10,7,18,16,58,42,86,78
"1377","2015-540:103","Wimbledon",2015,"Richard Gasquet","Grigor Dimitrov",20,11,29.029431896,"FRA",FALSE,92,18,3,80,11,0,"R32","Grigor Dimitrov","Richard Gasquet","2015-wimbledon-1307","Grigor Dimitrov","Richard Gasquet","atp","wimbledon","Week 1",99.97,111,3,11,21,36,17,17,25,25,3,0,4,5,13,24,70,50,100,72
"1378","2015-540:104","Wimbledon",2015,"Nick Kyrgios","Milos Raonic",29,8,20.1724845996,"AUS",FALSE,137,25,3,124,21,1,"R32","Milos Raonic","Nick Kyrgios","2015-wimbledon-1308","Nick Kyrgios","Milos Raonic","atp","wimbledon","Week 1",112.46875,113.96992481203,34,18,61,62,4,4,8,8,2,1,7,7,13,21,97,93,128,133
"1379","2015-540:105","Wimbledon",2015,"Vasek Pospisil","James Ward",56,111,25.015742642,"CAN",FALSE,141,25,3,135,25,2,"R32","James Ward","Vasek Pospisil","2015-wimbledon-1309","James Ward","Vasek Pospisil","atp","wimbledon","Week 1",108.8984375,102.939189189189,19,11,57,31,8,8,10,10,3,3,8,4,32,24,95,102,128,148
"1380","2015-540:106","Wimbledon",2015,"Viktor Troicki","Dustin Brown",24,102,29.3798767967,"SRB",FALSE,146,23,3,126,19,1,"R32","Dustin Brown","Viktor Troicki","2015-wimbledon-1310","Viktor Troicki","Dustin Brown","atp","wimbledon","Week 1",103.892561983471,104.913907284768,24,16,59,58,16,16,20,20,4,2,16,7,13,26,89,94,121,151
"1381","2015-540:107","Wimbledon",2015,"Ivo Karlovic","Jo Wilfried Tsonga",25,12,36.3312799452,"CRO",FALSE,144,25,3,134,24,1,"R32","Ivo Karlovic","Jo Wilfried Tsonga","2015-wimbledon-1311","Jo Wilfried Tsonga","Ivo Karlovic","atp","wimbledon","Week 1",116.190839694656,106.224489795918,41,14,83,52,28,28,32,32,0,1,2,1,23,8,110,113,131,147
"1382","2015-540:108","Wimbledon",2015,"Andy Murray","Andreas Seppi",3,27,28.1232032854,"GBR",FALSE,104,19,3,81,11,1,"R32","Andreas Seppi","Andy Murray","2015-wimbledon-1312","Andreas Seppi","Andy Murray","atp","wimbledon","Week 1",102.127659574468,103.164835164835,10,4,32,22,11,11,18,18,7,3,12,10,26,39,60,47,94,91
"1383","2015-540:109","Wimbledon",2015,"Tomas Berdych","Pablo Andujar",6,37,29.7796030116,"CZE",FALSE,136,23,3,102,15,1,"R32","Pablo Andujar","Tomas Berdych","2015-wimbledon-1313","Tomas Berdych","Pablo Andujar","atp","wimbledon","Week 1",107.373913043478,103.747967479675,14,3,58,25,22,22,27,27,7,4,18,8,27,27,79,66,115,123
"1384","2015-540:11","Wimbledon",2015,"Matthew Ebden","Blaz Rola",148,93,27.5893223819,"AUS",FALSE,93,18,3,65,7,0,"R128","Blaz Rola","Matthew Ebden","2015-wimbledon-1111","Matthew Ebden","Blaz Rola","atp","wimbledon","Week 1",0,0,6,8,25,26,14,14,21,21,5,0,13,0,19,39,53,48,70,88
"1385","2015-540:110","Wimbledon",2015,"Gilles Simon","Gael Monfils",13,18,30.5023956194,"FRA",FALSE,159,24,3,157,23,2,"R32","Gael Monfils","Gilles Simon","2015-wimbledon-1314","Gael Monfils","Gilles Simon","atp","wimbledon","Week 1",101.828025477707,109.805031446541,2,20,27,60,20,20,29,29,5,5,12,12,30,67,95,95,157,159
"1386","2015-540:111","Wimbledon",2015,"Roberto Bautista Agut","Nikoloz Basilashvili",22,153,27.2060232717,"ESP",FALSE,101,19,3,62,7,0,"R32","Nikoloz Basilashvili","Roberto Bautista Agut","2015-wimbledon-1315","Nikoloz Basilashvili","Roberto Bautista Agut","atp","wimbledon","Week 1",91.4935064935065,85.5,3,5,23,23,5,5,12,12,6,0,9,4,8,26,57,42,77,86
"1387","2015-540:113","Wimbledon",2015,"Novak Djokovic","Kevin Anderson",1,14,28.1040383299,"SRB",FALSE,181,31,3,157,24,2,"R16","Kevin Anderson","Novak Djokovic","2015-wimbledon-1401","Novak Djokovic","Kevin Anderson","atp","wimbledon","Week 2",108.152941176471,116.970238095238,13,40,43,71,13,13,21,21,5,1,8,8,19,41,123,110,170,168
"1388","2015-540:114","Wimbledon",2015,"Marin Cilic","Denis Kudla",9,105,26.7488021903,"CRO",FALSE,145,23,3,130,18,1,"R16","Denis Kudla","Marin Cilic","2015-wimbledon-1402","Marin Cilic","Denis Kudla","atp","wimbledon","Week 2",106.744,96.2333333333333,21,11,38,36,18,18,33,33,4,2,12,9,40,32,86,91,125,150
"1389","2015-540:115","Wimbledon",2015,"Stan Wawrinka","David Goffin",4,15,30.2532511978,"SUI",FALSE,118,20,3,110,16,0,"R16","David Goffin","Stan Wawrinka","2015-wimbledon-1403","Stan Wawrinka","David Goffin","atp","wimbledon","Week 2",107.530434782609,102.557522123894,13,4,44,27,21,21,27,27,3,2,5,4,41,26,78,73,115,113
"1390","2015-540:116","Wimbledon",2015,"Richard Gasquet","Nick Kyrgios",20,29,29.029431896,"FRA",FALSE,159,26,3,131,19,1,"R16","Nick Kyrgios","Richard Gasquet","2015-wimbledon-1404","Richard Gasquet","Nick Kyrgios","atp","wimbledon","Week 2",101.644444444444,109.141935483871,19,23,67,59,17,17,21,21,5,2,14,6,21,48,99,95,135,155
"1391","2015-540:117","Wimbledon",2015,"Vasek Pospisil","Viktor Troicki",56,24,25.015742642,"CAN",FALSE,139,28,3,126,23,2,"R16","Vasek Pospisil","Viktor Troicki","2015-wimbledon-1405","Vasek Pospisil","Viktor Troicki","atp","wimbledon","Week 2",106.380952380952,96.4748201438849,12,20,52,51,24,24,41,41,4,1,8,1,30,21,99,99,126,139
"1392","2015-540:118","Wimbledon",2015,"Andy Murray","Ivo Karlovic",3,25,28.1232032854,"GBR",FALSE,146,24,3,130,21,1,"R16","Andy Murray","Ivo Karlovic","2015-wimbledon-1406","Ivo Karlovic","Andy Murray","atp","wimbledon","Week 2",98.6323529411765,120.035714285714,8,29,62,75,43,43,91,91,2,1,12,5,9,32,101,95,136,140
"1393","2015-540:119","Wimbledon",2015,"Gilles Simon","Tomas Berdych",13,6,30.5023956194,"FRA",FALSE,87,18,3,63,8,0,"R16","Gilles Simon","Tomas Berdych","2015-wimbledon-1407","Tomas Berdych","Gilles Simon","atp","wimbledon","Week 2",96.2876712328767,102.376623376623,3,10,21,22,18,18,26,26,5,0,13,1,11,30,54,44,73,77
"1394","2015-540:12","Wimbledon",2015,"John Isner","Go Soeda",17,91,30.173853525,"USA",FALSE,96,19,3,78,14,0,"R128","Go Soeda","John Isner","2015-wimbledon-1112","Go Soeda","John Isner","atp","wimbledon","Week 1",112.518072289157,91.2417582417582,38,2,56,25,9,9,13,13,2,0,2,1,24,15,70,65,83,91
"1395","2015-540:120","Wimbledon",2015,"Roger Federer","Roberto Bautista Agut",2,22,33.8891170431,"SUI",FALSE,87,18,3,53,7,0,"R16","Roberto Bautista Agut","Roger Federer","2015-wimbledon-1408","Roberto Bautista Agut","Roger Federer","atp","wimbledon","Week 2",111.857142857143,104.285714285714,7,2,38,14,7,7,8,8,6,0,13,0,12,18,48,45,56,84
"1396","2015-540:121","Wimbledon",2015,"Novak Djokovic","Marin Cilic",1,9,28.1040383299,"SRB",FALSE,93,18,3,71,12,0,"QF","Marin Cilic","Novak Djokovic","2015-wimbledon-1501","Novak Djokovic","Marin Cilic","atp","wimbledon","Week 2",110.716049382716,110.987951807229,4,8,27,30,10,10,17,17,3,0,5,0,12,20,63,53,81,83
"1397","2015-540:122","Wimbledon",2015,"Richard Gasquet","Stan Wawrinka",20,4,29.029431896,"FRA",FALSE,165,30,3,158,29,2,"QF","Richard Gasquet","Stan Wawrinka","2015-wimbledon-1502","Stan Wawrinka","Richard Gasquet","atp","wimbledon","Week 2",103.5625,112.39263803681,6,22,46,73,31,31,47,47,5,4,9,9,24,48,114,112,160,163
"1398","2015-540:123","Wimbledon",2015,"Andy Murray","Vasek Pospisil",3,56,28.1232032854,"GBR",FALSE,98,19,3,84,13,0,"QF","Andy Murray","Vasek Pospisil","2015-wimbledon-1503","Vasek Pospisil","Andy Murray","atp","wimbledon","Week 2",101.4,112.097826086957,4,9,23,34,22,22,28,28,3,0,8,1,13,23,67,61,90,92
"1399","2015-540:124","Wimbledon",2015,"Roger Federer","Gilles Simon",2,13,33.8891170431,"SUI",FALSE,91,19,3,67,10,0,"QF","Gilles Simon","Roger Federer","2015-wimbledon-1504","Gilles Simon","Roger Federer","atp","wimbledon","Week 2",111.613333333333,100.180722891566,11,1,36,15,5,5,9,9,5,1,8,1,22,21,56,48,75,83
"1400","2015-540:125","Wimbledon",2015,"Novak Djokovic","Richard Gasquet",1,20,28.1040383299,"SRB",FALSE,114,19,3,97,14,0,"SF","Novak Djokovic","Richard Gasquet","2015-wimbledon-1601","Novak Djokovic","Richard Gasquet","atp","wimbledon","Week 2",108.785714285714,97.8672566371681,12,6,46,36,23,23,32,32,3,1,8,4,22,19,69,68,98,113
"1401","2015-540:126","Wimbledon",2015,"Roger Federer","Andy Murray",2,3,33.8891170431,"SUI",FALSE,107,20,3,91,14,0,"SF","Andy Murray","Roger Federer","2015-wimbledon-1602","Andy Murray","Roger Federer","atp","wimbledon","Week 2",109.813186813187,109.96261682243,20,12,56,35,4,4,7,7,3,0,10,1,11,17,70,70,91,107
"1402","2015-540:127","Wimbledon",2015,"Novak Djokovic","Roger Federer",1,2,28.1040383299,"SRB",FALSE,148,25,3,138,20,1,"F","Novak Djokovic","Roger Federer","2015-wimbledon-1701","Novak Djokovic","Roger Federer","atp","wimbledon","Week 2",110.144827586207,109.716312056738,13,14,46,58,14,14,25,25,4,1,10,7,16,35,100,93,145,141
"1403","2015-540:13","Wimbledon",2015,"Denis Kudla","Pablo Cuevas",105,23,22.8637919233,"USA",FALSE,161,28,3,132,20,2,"R128","Denis Kudla","Pablo Cuevas","2015-wimbledon-1113","Pablo Cuevas","Denis Kudla","atp","wimbledon","Week 1",0,0,14,9,55,47,18,18,23,23,6,2,13,7,34,43,98,90,140,153
"1404","2015-540:14","Wimbledon",2015,"Alexander Zverev","Teymuraz Gabashvili",74,53,18.1902806297,"GER",FALSE,168,25,3,171,25,2,"R128","Alexander Zverev","Teymuraz Gabashvili","2015-wimbledon-1114","Teymuraz Gabashvili","Alexander Zverev","atp","wimbledon","Week 1",0,0,19,13,63,65,24,24,35,35,5,5,13,11,38,57,112,100,183,156
"1405","2015-540:16","Wimbledon",2015,"Kei Nishikori","Simone Bolelli",5,55,25.4976043806,"JPN",FALSE,155,27,3,136,21,2,"R128","Kei Nishikori","Simone Bolelli","2015-wimbledon-1116","Simone Bolelli","Kei Nishikori","atp","wimbledon","Week 1",99.195652173913,107.143790849673,14,12,46,42,17,17,24,24,5,1,12,4,33,45,99,97,138,153
