shot_x,shot_y,shot_distance,is_shot_made,period,shot_type
95,239,25,TRUE,1,3PT Field Goal
-205,11,20,FALSE,1,2PT Field Goal
0,-6,0,FALSE,1,2PT Field Goal
221,30,22,TRUE,1,3PT Field Goal
14,5,1,TRUE,1,2PT Field Goal
-11,252,25,FALSE,1,3PT Field Goal
-59,246,25,TRUE,1,3PT Field Goal
71,243,25,TRUE,1,3PT Field Goal
115,229,25,FALSE,1,3PT Field Goal
76,204,21,FALSE,2,2PT Field Goal
181,173,25,FALSE,2,3PT Field Goal
23,19,2,TRUE,2,2PT Field Goal
20,252,25,TRUE,2,3PT Field Goal
-102,57,11,FALSE,2,2PT Field Goal
-193,77,20,TRUE,2,2PT Field Goal
-191,207,28,TRUE,3,3PT Field Goal
42,251,25,FALSE,3,3PT Field Goal
-188,167,25,TRUE,3,3PT Field Goal
192,168,25,FALSE,3,3PT Field Goal
74,17,7,TRUE,3,2PT Field Goal
-14,12,1,FALSE,3,2PT Field Goal
184,167,24,TRUE,3,3PT Field Goal
-152,205,25,FALSE,3,3PT Field Goal
216,126,25,TRUE,4,3PT Field Goal
-8,257,25,FALSE,4,3PT Field Goal
91,143,16,FALSE,4,2PT Field Goal
-223,123,25,TRUE,4,3PT Field Goal
101,238,25,FALSE,4,3PT Field Goal
40,122,12,TRUE,4,2PT Field Goal
38,272,27,TRUE,4,3PT Field Goal
-43,23,4,FALSE,4,2PT Field Goal
-215,114,24,TRUE,1,3PT Field Goal
133,227,26,FALSE,1,3PT Field Goal
228,-11,22,TRUE,1,3PT Field Goal
-78,261,27,TRUE,1,3PT Field Goal
221,11,22,FALSE,1,3PT Field Goal
-199,135,24,TRUE,1,3PT Field Goal
-220,-13,22,FALSE,2,3PT Field Goal
3,20,2,FALSE,2,2PT Field Goal
-190,158,24,FALSE,2,3PT Field Goal
-14,25,2,FALSE,3,2PT Field Goal
-204,13,20,TRUE,3,2PT Field Goal
-170,191,25,FALSE,3,3PT Field Goal
227,32,22,TRUE,3,3PT Field Goal
51,76,9,FALSE,3,2PT Field Goal
199,139,24,TRUE,3,3PT Field Goal
117,147,18,TRUE,3,2PT Field Goal
-172,254,30,TRUE,3,3PT Field Goal
112,275,29,TRUE,3,3PT Field Goal
-127,269,29,FALSE,1,3PT Field Goal
74,272,28,TRUE,1,3PT Field Goal
26,293,29,FALSE,2,3PT Field Goal
-213,175,27,FALSE,2,3PT Field Goal
-96,172,19,FALSE,2,2PT Field Goal
147,253,29,TRUE,2,3PT Field Goal
-36,268,27,FALSE,2,3PT Field Goal
190,199,27,FALSE,3,3PT Field Goal
100,245,26,TRUE,3,3PT Field Goal
-27,95,9,FALSE,3,2PT Field Goal
-13,16,2,TRUE,3,2PT Field Goal
-150,209,25,TRUE,3,3PT Field Goal
106,226,24,TRUE,3,3PT Field Goal
-150,211,25,TRUE,3,3PT Field Goal
110,253,27,TRUE,3,3PT Field Goal
17,277,27,TRUE,3,3PT Field Goal
67,303,31,TRUE,3,3PT Field Goal
107,246,26,FALSE,4,3PT Field Goal
-163,216,27,FALSE,4,3PT Field Goal
-20,25,3,FALSE,4,2PT Field Goal
84,40,9,TRUE,4,2PT Field Goal
217,203,29,FALSE,4,3PT Field Goal
149,197,24,FALSE,1,3PT Field Goal
-128,216,25,TRUE,1,3PT Field Goal
14,11,1,TRUE,1,2PT Field Goal
-235,22,23,TRUE,1,3PT Field Goal
-150,211,25,FALSE,1,3PT Field Goal
228,-9,22,FALSE,2,3PT Field Goal
226,7,22,FALSE,2,3PT Field Goal
-202,221,29,TRUE,2,3PT Field Goal
20,11,2,TRUE,3,2PT Field Goal
232,83,24,FALSE,3,3PT Field Goal
-119,13,11,FALSE,3,2PT Field Goal
20,15,2,TRUE,3,2PT Field Goal
-116,17,11,TRUE,3,2PT Field Goal
-172,190,25,FALSE,3,3PT Field Goal
-20,14,2,TRUE,3,2PT Field Goal
36,303,30,FALSE,3,3PT Field Goal
-6,13,1,TRUE,3,2PT Field Goal
-52,189,19,TRUE,3,2PT Field Goal
-111,260,28,FALSE,4,3PT Field Goal
-174,214,27,FALSE,1,3PT Field Goal
-163,239,28,TRUE,1,3PT Field Goal
120,228,25,FALSE,1,3PT Field Goal
233,75,24,FALSE,1,3PT Field Goal
14,12,1,TRUE,2,2PT Field Goal
163,196,25,FALSE,2,3PT Field Goal
241,0,24,FALSE,2,3PT Field Goal
40,385,38,FALSE,2,3PT Field Goal
-232,0,23,TRUE,3,3PT Field Goal
-221,-5,22,FALSE,3,3PT Field Goal
-158,192,24,FALSE,3,3PT Field Goal
-118,146,18,FALSE,3,2PT Field Goal
-141,232,27,FALSE,1,3PT Field Goal
52,30,6,TRUE,1,2PT Field Goal
35,61,7,FALSE,1,2PT Field Goal
-81,56,9,TRUE,1,2PT Field Goal
172,315,35,FALSE,1,3PT Field Goal
-35,19,3,TRUE,1,2PT Field Goal
152,111,18,TRUE,2,2PT Field Goal
-167,210,26,TRUE,2,3PT Field Goal
-24,21,3,TRUE,2,2PT Field Goal
1,14,1,TRUE,2,2PT Field Goal
83,283,29,FALSE,2,3PT Field Goal
-229,-2,22,TRUE,3,3PT Field Goal
11,4,1,TRUE,3,2PT Field Goal
-229,-14,22,FALSE,3,3PT Field Goal
24,13,2,TRUE,3,2PT Field Goal
-2,25,2,TRUE,3,2PT Field Goal
8,12,1,FALSE,3,2PT Field Goal
150,90,17,TRUE,3,2PT Field Goal
-126,290,31,FALSE,4,3PT Field Goal
74,147,16,TRUE,4,2PT Field Goal
-2,26,2,TRUE,4,2PT Field Goal
74,58,9,FALSE,4,2PT Field Goal
-130,262,29,FALSE,4,3PT Field Goal
9,11,1,FALSE,4,2PT Field Goal
-38,8,3,FALSE,1,2PT Field Goal
191,178,26,FALSE,1,3PT Field Goal
181,198,26,FALSE,1,3PT Field Goal
148,227,27,FALSE,2,3PT Field Goal
217,153,26,TRUE,2,3PT Field Goal
240,64,24,TRUE,2,3PT Field Goal
-211,135,25,TRUE,2,3PT Field Goal
187,192,26,TRUE,2,3PT Field Goal
-187,177,25,TRUE,2,3PT Field Goal
-16,11,1,TRUE,2,2PT Field Goal
166,204,26,FALSE,2,3PT Field Goal
235,101,25,FALSE,2,3PT Field Goal
189,185,26,TRUE,3,3PT Field Goal
43,26,5,FALSE,3,2PT Field Goal
106,262,28,FALSE,4,3PT Field Goal
0,5,0,TRUE,1,2PT Field Goal
226,132,26,TRUE,1,3PT Field Goal
-227,-25,22,TRUE,1,3PT Field Goal
-44,29,5,TRUE,1,2PT Field Goal
77,184,19,TRUE,2,2PT Field Goal
-177,209,27,TRUE,2,3PT Field Goal
18,16,2,TRUE,2,2PT Field Goal
-232,-23,23,TRUE,2,3PT Field Goal
163,169,23,FALSE,2,2PT Field Goal
-125,234,26,TRUE,2,3PT Field Goal
-177,216,27,TRUE,3,3PT Field Goal
205,152,25,FALSE,3,3PT Field Goal
239,7,23,FALSE,3,3PT Field Goal
-1,31,3,TRUE,1,2PT Field Goal
4,17,1,FALSE,1,2PT Field Goal
176,207,27,TRUE,1,3PT Field Goal
190,206,28,TRUE,1,3PT Field Goal
-156,149,21,FALSE,1,2PT Field Goal
96,32,10,TRUE,1,2PT Field Goal
193,174,25,TRUE,2,3PT Field Goal
-168,267,31,TRUE,2,3PT Field Goal
-224,107,24,TRUE,2,3PT Field Goal
168,233,28,FALSE,2,3PT Field Goal
222,113,24,TRUE,2,3PT Field Goal
95,645,65,FALSE,2,3PT Field Goal
22,24,3,FALSE,3,2PT Field Goal
144,227,26,TRUE,3,3PT Field Goal
-187,183,26,FALSE,3,3PT Field Goal
2,22,2,TRUE,3,2PT Field Goal
-69,261,26,TRUE,3,3PT Field Goal
157,246,29,FALSE,3,3PT Field Goal
14,263,26,FALSE,4,3PT Field Goal
0,74,7,FALSE,4,2PT Field Goal
-143,219,26,FALSE,4,3PT Field Goal
-117,121,16,TRUE,4,2PT Field Goal
-225,0,22,TRUE,4,3PT Field Goal
34,274,27,FALSE,4,3PT Field Goal
-13,16,2,FALSE,4,2PT Field Goal
-107,239,26,TRUE,4,3PT Field Goal
-165,247,29,FALSE,4,3PT Field Goal
-92,52,10,FALSE,1,2PT Field Goal
223,59,23,FALSE,1,3PT Field Goal
185,185,26,FALSE,1,3PT Field Goal
-154,254,29,FALSE,1,3PT Field Goal
62,254,26,FALSE,2,3PT Field Goal
130,57,14,FALSE,2,2PT Field Goal
176,207,27,FALSE,2,3PT Field Goal
46,36,5,FALSE,3,2PT Field Goal
-4,14,1,TRUE,4,2PT Field Goal
175,218,27,TRUE,4,3PT Field Goal
-196,180,26,TRUE,4,3PT Field Goal
-201,192,27,FALSE,4,3PT Field Goal
-87,73,11,TRUE,4,2PT Field Goal
187,321,37,FALSE,4,3PT Field Goal
5,13,1,TRUE,4,2PT Field Goal
120,145,18,FALSE,1,2PT Field Goal
-186,125,22,FALSE,1,2PT Field Goal
-18,77,7,FALSE,1,2PT Field Goal
128,245,27,FALSE,2,3PT Field Goal
-14,14,1,TRUE,2,2PT Field Goal
-152,210,25,FALSE,2,3PT Field Goal
-226,4,22,TRUE,2,3PT Field Goal
-19,15,2,TRUE,2,2PT Field Goal
227,33,22,TRUE,3,3PT Field Goal
5,12,1,TRUE,3,2PT Field Goal
-3,18,1,TRUE,3,2PT Field Goal
194,202,28,TRUE,3,3PT Field Goal
-242,0,24,FALSE,1,3PT Field Goal
-209,16,20,FALSE,1,2PT Field Goal
152,221,26,FALSE,1,3PT Field Goal
23,4,2,FALSE,2,2PT Field Goal
3,3,0,FALSE,2,2PT Field Goal
-211,146,25,TRUE,2,3PT Field Goal
-233,17,23,FALSE,2,3PT Field Goal
-98,238,25,FALSE,3,3PT Field Goal
160,206,26,FALSE,3,3PT Field Goal
-223,155,27,FALSE,3,3PT Field Goal
190,83,20,TRUE,3,2PT Field Goal
-223,120,25,FALSE,3,3PT Field Goal
131,221,25,TRUE,4,3PT Field Goal
217,107,24,TRUE,4,3PT Field Goal
36,27,4,TRUE,4,2PT Field Goal
107,296,31,FALSE,4,3PT Field Goal
-29,67,7,TRUE,4,2PT Field Goal
-114,158,19,FALSE,1,2PT Field Goal
223,39,22,FALSE,1,3PT Field Goal
41,186,19,FALSE,1,2PT Field Goal
-172,243,29,TRUE,1,3PT Field Goal
-98,285,30,FALSE,2,3PT Field Goal
9,185,18,TRUE,2,2PT Field Goal
-103,173,20,TRUE,2,2PT Field Goal
-126,291,31,FALSE,2,3PT Field Goal
64,111,12,TRUE,2,2PT Field Goal
-12,274,27,TRUE,2,3PT Field Goal
-3,314,31,TRUE,2,3PT Field Goal
-167,208,26,TRUE,3,3PT Field Goal
155,242,28,FALSE,3,3PT Field Goal
-3,122,12,FALSE,3,2PT Field Goal
63,24,6,TRUE,3,2PT Field Goal
12,283,28,TRUE,3,3PT Field Goal
90,263,27,FALSE,3,3PT Field Goal
-19,45,4,FALSE,4,2PT Field Goal
-129,232,26,FALSE,1,3PT Field Goal
-161,200,25,FALSE,1,3PT Field Goal
9,201,20,TRUE,1,2PT Field Goal
145,224,26,FALSE,1,3PT Field Goal
-19,21,2,FALSE,1,2PT Field Goal
6,11,1,TRUE,1,2PT Field Goal
-169,221,27,FALSE,2,3PT Field Goal
-211,148,25,FALSE,2,3PT Field Goal
-223,103,24,TRUE,2,3PT Field Goal
-162,195,25,TRUE,2,3PT Field Goal
155,272,31,FALSE,2,3PT Field Goal
46,268,27,TRUE,3,3PT Field Goal
151,236,28,FALSE,3,3PT Field Goal
-179,211,27,FALSE,3,3PT Field Goal
-6,165,16,FALSE,4,2PT Field Goal
206,148,25,TRUE,4,3PT Field Goal
141,230,26,TRUE,4,3PT Field Goal
-16,21,2,TRUE,4,2PT Field Goal
-165,246,29,FALSE,4,3PT Field Goal
137,163,21,TRUE,1,2PT Field Goal
105,321,33,FALSE,1,3PT Field Goal
-108,237,26,TRUE,1,3PT Field Goal
110,227,25,FALSE,1,3PT Field Goal
-11,151,15,TRUE,1,2PT Field Goal
119,250,27,FALSE,1,3PT Field Goal
2,172,17,TRUE,1,2PT Field Goal
-16,20,2,FALSE,1,2PT Field Goal
141,226,26,FALSE,2,3PT Field Goal
13,6,1,FALSE,2,2PT Field Goal
-200,137,24,TRUE,2,3PT Field Goal
-161,235,28,FALSE,2,3PT Field Goal
-105,4,10,TRUE,3,2PT Field Goal
195,-1,19,TRUE,3,2PT Field Goal
26,21,3,FALSE,3,2PT Field Goal
-221,90,23,TRUE,3,3PT Field Goal
78,252,26,TRUE,3,3PT Field Goal
-133,230,26,TRUE,3,3PT Field Goal
193,109,22,FALSE,3,2PT Field Goal
-235,8,23,FALSE,3,3PT Field Goal
225,28,22,FALSE,4,3PT Field Goal
116,239,26,FALSE,4,3PT Field Goal
57,258,26,FALSE,4,3PT Field Goal
52,184,19,FALSE,4,2PT Field Goal
-192,197,27,TRUE,1,3PT Field Goal
-5,70,7,FALSE,1,2PT Field Goal
-12,36,3,FALSE,1,2PT Field Goal
-234,37,23,TRUE,1,3PT Field Goal
9,13,1,TRUE,1,2PT Field Goal
-213,162,26,FALSE,1,3PT Field Goal
-229,26,23,FALSE,1,3PT Field Goal
194,209,28,TRUE,1,3PT Field Goal
204,178,27,TRUE,2,3PT Field Goal
-207,195,28,TRUE,2,3PT Field Goal
107,260,28,FALSE,2,3PT Field Goal
-89,138,16,TRUE,3,2PT Field Goal
182,195,26,TRUE,3,3PT Field Goal
-230,22,23,FALSE,3,3PT Field Goal
-168,199,26,FALSE,3,3PT Field Goal
-21,40,4,FALSE,3,2PT Field Goal
141,227,26,TRUE,3,3PT Field Goal
-178,193,26,TRUE,4,3PT Field Goal
-206,158,25,FALSE,4,3PT Field Goal
8,50,5,FALSE,4,2PT Field Goal
-40,253,25,TRUE,4,3PT Field Goal
147,216,26,TRUE,4,3PT Field Goal
8,35,3,FALSE,4,2PT Field Goal
179,197,26,TRUE,1,3PT Field Goal
168,214,27,FALSE,1,3PT Field Goal
93,28,9,FALSE,1,2PT Field Goal
107,248,27,FALSE,1,3PT Field Goal
220,130,25,TRUE,2,3PT Field Goal
10,25,2,TRUE,2,2PT Field Goal
5,26,2,TRUE,2,2PT Field Goal
107,233,25,TRUE,2,3PT Field Goal
0,20,2,TRUE,3,2PT Field Goal
122,146,19,TRUE,3,2PT Field Goal
-227,0,22,FALSE,3,3PT Field Goal
-228,-6,22,TRUE,3,3PT Field Goal
-53,67,8,FALSE,3,2PT Field Goal
-143,220,26,FALSE,3,3PT Field Goal
-156,230,27,FALSE,4,3PT Field Goal
51,67,8,FALSE,4,2PT Field Goal
107,268,28,FALSE,4,3PT Field Goal
-233,-22,23,TRUE,4,3PT Field Goal
235,1,23,FALSE,1,3PT Field Goal
16,19,2,FALSE,1,2PT Field Goal
-109,221,24,FALSE,1,3PT Field Goal
55,273,27,TRUE,2,3PT Field Goal
6,47,4,FALSE,2,2PT Field Goal
228,124,25,FALSE,2,3PT Field Goal
57,274,27,FALSE,2,3PT Field Goal
43,269,27,TRUE,2,3PT Field Goal
93,241,25,FALSE,3,3PT Field Goal
19,22,2,FALSE,3,2PT Field Goal
119,235,26,TRUE,3,3PT Field Goal
-8,15,1,TRUE,3,2PT Field Goal
-231,49,23,FALSE,3,3PT Field Goal
-154,215,26,FALSE,3,3PT Field Goal
-103,264,28,FALSE,4,3PT Field Goal
-158,249,29,FALSE,4,3PT Field Goal
-177,212,27,TRUE,4,3PT Field Goal
-182,278,33,FALSE,4,3PT Field Goal
176,180,25,FALSE,1,3PT Field Goal
-16,7,1,TRUE,1,2PT Field Goal
-234,15,23,FALSE,1,3PT Field Goal
-20,11,2,TRUE,1,2PT Field Goal
108,230,25,TRUE,1,3PT Field Goal
-235,10,23,FALSE,1,3PT Field Goal
-112,223,24,FALSE,2,3PT Field Goal
-16,252,25,FALSE,2,3PT Field Goal
13,21,2,TRUE,2,2PT Field Goal
1,126,12,TRUE,3,2PT Field Goal
153,197,24,TRUE,3,3PT Field Goal
145,242,28,FALSE,3,3PT Field Goal
119,277,30,FALSE,3,3PT Field Goal
46,289,29,FALSE,3,3PT Field Goal
145,210,25,TRUE,3,3PT Field Goal
-16,15,2,FALSE,3,2PT Field Goal
-141,206,24,TRUE,4,3PT Field Goal
-236,37,23,FALSE,4,3PT Field Goal
-55,246,25,FALSE,4,3PT Field Goal
3,14,1,TRUE,4,2PT Field Goal
16,18,2,FALSE,1,2PT Field Goal
78,238,25,FALSE,1,3PT Field Goal
-49,133,14,TRUE,1,2PT Field Goal
-38,254,25,FALSE,1,3PT Field Goal
86,239,25,TRUE,1,3PT Field Goal
-19,259,25,TRUE,1,3PT Field Goal
124,227,25,FALSE,1,3PT Field Goal
-14,23,2,TRUE,1,2PT Field Goal
20,10,2,TRUE,1,2PT Field Goal
113,243,26,FALSE,1,3PT Field Goal
105,190,21,FALSE,2,2PT Field Goal
19,8,2,TRUE,2,2PT Field Goal
10,254,25,FALSE,2,3PT Field Goal
0,158,15,FALSE,2,2PT Field Goal
85,172,19,TRUE,2,2PT Field Goal
-14,49,5,FALSE,2,2PT Field Goal
123,216,24,FALSE,3,3PT Field Goal
-20,16,2,FALSE,3,2PT Field Goal
-113,94,14,TRUE,3,2PT Field Goal
187,187,26,TRUE,3,3PT Field Goal
131,266,29,FALSE,3,3PT Field Goal
-18,14,2,TRUE,3,2PT Field Goal
7,17,1,FALSE,3,2PT Field Goal
70,246,25,FALSE,3,3PT Field Goal
180,203,27,FALSE,3,3PT Field Goal
197,157,25,TRUE,3,3PT Field Goal
-203,273,34,FALSE,3,3PT Field Goal
28,185,18,FALSE,4,2PT Field Goal
-59,261,26,FALSE,4,3PT Field Goal
-52,182,18,FALSE,4,2PT Field Goal
149,215,26,TRUE,4,3PT Field Goal
43,146,15,FALSE,4,2PT Field Goal
-136,219,25,FALSE,4,3PT Field Goal
-172,28,17,FALSE,1,2PT Field Goal
206,165,26,TRUE,1,3PT Field Goal
-1,65,6,FALSE,1,2PT Field Goal
-116,243,26,FALSE,1,3PT Field Goal
-230,17,23,TRUE,1,3PT Field Goal
79,257,26,TRUE,1,3PT Field Goal
109,243,26,FALSE,2,3PT Field Goal
-123,227,25,FALSE,2,3PT Field Goal
-14,25,2,TRUE,2,2PT Field Goal
-144,211,25,FALSE,2,3PT Field Goal
40,60,7,FALSE,2,2PT Field Goal
-22,26,3,TRUE,2,2PT Field Goal
-188,204,27,FALSE,2,3PT Field Goal
212,135,25,TRUE,3,3PT Field Goal
158,218,26,FALSE,4,3PT Field Goal
-154,116,19,TRUE,4,2PT Field Goal
114,246,27,FALSE,4,3PT Field Goal
-227,19,22,FALSE,4,3PT Field Goal
106,231,25,FALSE,4,3PT Field Goal
46,297,30,TRUE,4,3PT Field Goal
-171,0,17,TRUE,4,2PT Field Goal
11,288,28,FALSE,4,3PT Field Goal
-13,1,1,TRUE,4,2PT Field Goal
-194,167,25,FALSE,1,3PT Field Goal
105,171,20,TRUE,1,2PT Field Goal
-179,193,26,TRUE,1,3PT Field Goal
-107,140,17,TRUE,1,2PT Field Goal
12,274,27,TRUE,2,3PT Field Goal
-196,172,26,TRUE,2,3PT Field Goal
-31,104,10,FALSE,2,2PT Field Goal
60,264,27,FALSE,2,3PT Field Goal
-207,141,25,TRUE,2,3PT Field Goal
145,229,27,FALSE,2,3PT Field Goal
19,536,53,FALSE,2,3PT Field Goal
6,17,1,TRUE,3,2PT Field Goal
5,22,2,FALSE,3,2PT Field Goal
9,320,32,FALSE,3,3PT Field Goal
-206,115,23,TRUE,3,2PT Field Goal
-237,69,24,FALSE,3,3PT Field Goal
113,159,19,TRUE,1,2PT Field Goal
215,144,25,FALSE,1,3PT Field Goal
-22,289,28,TRUE,1,3PT Field Goal
74,158,17,FALSE,1,2PT Field Goal
49,183,18,FALSE,1,2PT Field Goal
-20,44,4,FALSE,1,2PT Field Goal
-159,212,26,FALSE,1,3PT Field Goal
2,278,27,TRUE,2,3PT Field Goal
152,138,20,TRUE,3,2PT Field Goal
62,129,14,FALSE,3,2PT Field Goal
217,169,27,FALSE,3,3PT Field Goal
-46,295,29,TRUE,3,3PT Field Goal
-165,446,47,FALSE,3,3PT Field Goal
226,140,26,TRUE,4,3PT Field Goal
181,188,26,FALSE,4,3PT Field Goal
61,263,26,FALSE,4,3PT Field Goal
-232,127,26,FALSE,1,3PT Field Goal
-142,269,30,FALSE,1,3PT Field Goal
179,193,26,FALSE,1,3PT Field Goal
-116,179,21,FALSE,1,2PT Field Goal
84,194,21,FALSE,2,2PT Field Goal
-101,264,28,TRUE,2,3PT Field Goal
13,16,2,FALSE,2,2PT Field Goal
33,56,6,TRUE,3,2PT Field Goal
231,104,25,FALSE,3,3PT Field Goal
-195,183,26,FALSE,3,3PT Field Goal
-63,261,26,FALSE,3,3PT Field Goal
-5,82,8,TRUE,3,2PT Field Goal
-185,190,26,FALSE,3,3PT Field Goal
49,257,26,FALSE,3,3PT Field Goal
-190,193,27,TRUE,3,3PT Field Goal
139,243,27,TRUE,4,3PT Field Goal
228,114,25,TRUE,4,3PT Field Goal
132,229,26,FALSE,4,3PT Field Goal
-162,225,27,FALSE,4,3PT Field Goal
-203,216,29,FALSE,4,3PT Field Goal
20,5,2,TRUE,1,2PT Field Goal
145,222,26,TRUE,1,3PT Field Goal
133,271,30,TRUE,1,3PT Field Goal
-124,256,28,FALSE,1,3PT Field Goal
-9,74,7,TRUE,1,2PT Field Goal
27,13,2,TRUE,1,2PT Field Goal
-52,288,29,FALSE,1,3PT Field Goal
103,155,18,FALSE,1,2PT Field Goal
54,299,30,FALSE,2,3PT Field Goal
-24,24,3,FALSE,2,2PT Field Goal
3,8,0,TRUE,2,2PT Field Goal
-186,204,27,TRUE,3,3PT Field Goal
87,48,9,TRUE,3,2PT Field Goal
-6,147,14,FALSE,3,2PT Field Goal
-229,4,22,FALSE,3,3PT Field Goal
-158,212,26,FALSE,3,3PT Field Goal
-54,41,6,FALSE,3,2PT Field Goal
25,188,18,FALSE,3,2PT Field Goal
49,262,26,FALSE,4,3PT Field Goal
128,141,19,FALSE,4,2PT Field Goal
-231,57,23,TRUE,1,3PT Field Goal
0,-6,0,FALSE,1,2PT Field Goal
-6,27,2,TRUE,1,2PT Field Goal
5,-3,0,TRUE,1,2PT Field Goal
-3,38,3,FALSE,1,2PT Field Goal
204,-8,20,TRUE,1,2PT Field Goal
-168,195,25,TRUE,1,3PT Field Goal
154,230,27,FALSE,1,3PT Field Goal
-12,8,1,FALSE,1,2PT Field Goal
-208,-15,20,FALSE,2,2PT Field Goal
-120,231,26,FALSE,2,3PT Field Goal
-112,226,25,TRUE,2,3PT Field Goal
-13,15,1,TRUE,2,2PT Field Goal
-220,6,22,FALSE,3,3PT Field Goal
-192,17,19,FALSE,3,2PT Field Goal
239,1,23,TRUE,3,3PT Field Goal
-2,0,0,FALSE,3,2PT Field Goal
119,215,24,FALSE,3,3PT Field Goal
112,234,25,FALSE,3,3PT Field Goal
232,40,23,TRUE,3,3PT Field Goal
-114,221,24,FALSE,3,3PT Field Goal
9,13,1,TRUE,4,2PT Field Goal
231,22,23,FALSE,4,3PT Field Goal
-185,167,24,FALSE,1,3PT Field Goal
-133,8,13,FALSE,1,2PT Field Goal
0,16,1,FALSE,1,2PT Field Goal
-117,230,25,FALSE,1,3PT Field Goal
224,-1,22,FALSE,1,3PT Field Goal
13,19,2,FALSE,1,2PT Field Goal
-149,201,25,FALSE,1,3PT Field Goal
-2,17,1,TRUE,1,2PT Field Goal
29,603,60,TRUE,1,3PT Field Goal
-97,209,23,TRUE,2,2PT Field Goal
-58,251,25,FALSE,2,3PT Field Goal
234,-1,23,FALSE,2,3PT Field Goal
99,227,24,TRUE,2,3PT Field Goal
125,222,25,FALSE,2,3PT Field Goal
152,195,24,FALSE,3,3PT Field Goal
3,274,27,FALSE,3,3PT Field Goal
-115,246,27,TRUE,3,3PT Field Goal
-5,27,2,TRUE,3,2PT Field Goal
-230,85,24,TRUE,3,3PT Field Goal
-76,258,26,TRUE,3,3PT Field Goal
162,561,58,FALSE,3,3PT Field Goal
-109,241,26,FALSE,4,3PT Field Goal
-3,12,1,FALSE,4,2PT Field Goal
-242,83,25,TRUE,4,3PT Field Goal
2,262,26,FALSE,4,3PT Field Goal
-6,1,0,FALSE,1,2PT Field Goal
-208,15,20,FALSE,1,2PT Field Goal
-114,217,24,TRUE,1,3PT Field Goal
-36,247,24,FALSE,1,3PT Field Goal
-232,39,23,TRUE,1,3PT Field Goal
-74,47,8,FALSE,1,2PT Field Goal
-207,139,24,FALSE,1,3PT Field Goal
233,63,24,FALSE,1,3PT Field Goal
6,16,1,TRUE,2,2PT Field Goal
-160,197,25,TRUE,2,3PT Field Goal
-155,239,28,FALSE,2,3PT Field Goal
134,214,25,FALSE,2,3PT Field Goal
30,247,24,TRUE,3,3PT Field Goal
0,13,1,TRUE,3,2PT Field Goal
158,19,15,TRUE,3,2PT Field Goal
-171,182,24,TRUE,3,3PT Field Goal
125,221,25,TRUE,3,3PT Field Goal
-84,274,28,FALSE,3,3PT Field Goal
-3,9,0,TRUE,3,2PT Field Goal
235,56,24,TRUE,3,3PT Field Goal
207,145,25,TRUE,4,3PT Field Goal
201,162,25,FALSE,1,3PT Field Goal
196,199,27,TRUE,1,3PT Field Goal
-139,233,27,FALSE,1,3PT Field Goal
-127,272,30,FALSE,1,3PT Field Goal
-147,457,48,FALSE,1,3PT Field Goal
8,13,1,FALSE,3,2PT Field Goal
185,235,29,TRUE,3,3PT Field Goal
-228,115,25,TRUE,3,3PT Field Goal
180,6,18,FALSE,3,2PT Field Goal
-116,131,17,FALSE,3,2PT Field Goal
-231,-13,23,FALSE,3,3PT Field Goal
186,279,33,FALSE,3,3PT Field Goal
176,199,26,FALSE,3,3PT Field Goal
232,19,23,TRUE,3,3PT Field Goal
-185,179,25,TRUE,3,3PT Field Goal
234,29,23,TRUE,1,3PT Field Goal
129,150,19,TRUE,1,2PT Field Goal
141,211,25,TRUE,1,3PT Field Goal
-174,221,28,FALSE,1,3PT Field Goal
-39,279,28,TRUE,1,3PT Field Goal
212,129,24,FALSE,1,3PT Field Goal
100,64,11,FALSE,1,2PT Field Goal
-37,83,9,FALSE,2,2PT Field Goal
-226,110,25,FALSE,2,3PT Field Goal
126,157,20,TRUE,3,2PT Field Goal
-179,0,17,FALSE,3,2PT Field Goal
-56,151,16,TRUE,3,2PT Field Goal
143,277,31,FALSE,3,3PT Field Goal
-188,200,27,TRUE,3,3PT Field Goal
-4,67,6,FALSE,3,2PT Field Goal
-184,216,28,TRUE,4,3PT Field Goal
66,274,28,FALSE,4,3PT Field Goal
174,50,18,FALSE,4,2PT Field Goal
6,87,8,TRUE,4,2PT Field Goal
-175,202,26,TRUE,1,3PT Field Goal
218,125,25,TRUE,1,3PT Field Goal
27,11,2,FALSE,1,2PT Field Goal
-112,233,25,TRUE,1,3PT Field Goal
-170,221,27,FALSE,1,3PT Field Goal
90,13,9,FALSE,1,2PT Field Goal
147,209,25,FALSE,2,3PT Field Goal
-226,81,24,TRUE,2,3PT Field Goal
-11,0,1,FALSE,3,2PT Field Goal
-40,158,16,FALSE,3,2PT Field Goal
-6,263,26,TRUE,3,3PT Field Goal
-231,-16,23,TRUE,3,3PT Field Goal
-5,11,1,TRUE,3,2PT Field Goal
50,84,9,FALSE,3,2PT Field Goal
-14,4,1,FALSE,3,2PT Field Goal
144,272,30,FALSE,3,3PT Field Goal
84,106,13,FALSE,3,2PT Field Goal
-36,252,25,FALSE,3,3PT Field Goal
237,36,23,FALSE,4,3PT Field Goal
121,241,26,FALSE,4,3PT Field Goal
-136,225,26,FALSE,1,3PT Field Goal
220,2,22,TRUE,1,3PT Field Goal
225,4,22,TRUE,1,3PT Field Goal
-5,22,2,FALSE,1,2PT Field Goal
