shot_x,shot_y,shot_distance,is_shot_made,period,shot_type
-14,118,11,FALSE,1,2PT Field Goal
-192,215,28,TRUE,1,3PT Field Goal
221,26,22,TRUE,1,3PT Field Goal
-51,263,26,FALSE,1,3PT Field Goal
-110,244,26,TRUE,2,3PT Field Goal
-1,7,0,TRUE,2,2PT Field Goal
225,6,22,TRUE,2,3PT Field Goal
-136,251,28,FALSE,2,3PT Field Goal
46,247,25,FALSE,3,3PT Field Goal
114,225,25,FALSE,3,3PT Field Goal
-196,136,23,FALSE,3,3PT Field Goal
123,141,18,FALSE,3,2PT Field Goal
3,15,1,TRUE,3,2PT Field Goal
5,155,15,FALSE,4,2PT Field Goal
96,240,25,TRUE,4,3PT Field Goal
-3,245,24,TRUE,4,3PT Field Goal
149,226,27,FALSE,5,3PT Field Goal
7,260,26,TRUE,5,3PT Field Goal
11,248,24,TRUE,5,3PT Field Goal
-67,264,27,FALSE,5,3PT Field Goal
-237,24,23,TRUE,5,3PT Field Goal
-5,25,2,FALSE,1,2PT Field Goal
-174,243,29,FALSE,1,3PT Field Goal
19,26,3,TRUE,1,2PT Field Goal
59,202,21,TRUE,1,2PT Field Goal
129,235,26,TRUE,1,3PT Field Goal
-9,74,7,FALSE,1,2PT Field Goal
-218,169,27,FALSE,1,3PT Field Goal
3,49,4,TRUE,1,2PT Field Goal
227,49,23,TRUE,1,3PT Field Goal
139,161,21,FALSE,1,2PT Field Goal
-168,217,27,FALSE,2,3PT Field Goal
-171,208,26,TRUE,3,3PT Field Goal
159,234,28,TRUE,3,3PT Field Goal
-225,13,22,TRUE,3,3PT Field Goal
144,228,26,TRUE,1,3PT Field Goal
124,159,20,TRUE,1,2PT Field Goal
158,220,27,FALSE,1,3PT Field Goal
-152,217,26,FALSE,1,3PT Field Goal
199,168,26,TRUE,1,3PT Field Goal
161,242,29,FALSE,1,3PT Field Goal
150,221,26,FALSE,2,3PT Field Goal
-198,172,26,FALSE,3,3PT Field Goal
-207,161,26,TRUE,3,3PT Field Goal
24,271,27,TRUE,3,3PT Field Goal
-111,253,27,TRUE,4,3PT Field Goal
-197,8,19,FALSE,1,2PT Field Goal
-125,272,29,FALSE,1,3PT Field Goal
-139,267,30,FALSE,1,3PT Field Goal
-185,195,26,FALSE,2,3PT Field Goal
136,225,26,TRUE,2,3PT Field Goal
0,48,4,TRUE,2,2PT Field Goal
19,37,4,FALSE,2,2PT Field Goal
-97,231,25,FALSE,3,3PT Field Goal
-41,21,4,TRUE,3,2PT Field Goal
-3,15,1,FALSE,3,2PT Field Goal
147,224,26,FALSE,3,3PT Field Goal
232,35,23,FALSE,3,3PT Field Goal
-135,241,27,FALSE,3,3PT Field Goal
236,10,23,FALSE,3,3PT Field Goal
-20,1,2,FALSE,1,2PT Field Goal
1,14,1,TRUE,1,2PT Field Goal
-167,230,28,TRUE,1,3PT Field Goal
224,129,25,TRUE,1,3PT Field Goal
122,146,19,FALSE,1,2PT Field Goal
-209,148,25,TRUE,1,3PT Field Goal
221,120,25,TRUE,1,3PT Field Goal
109,261,28,FALSE,2,3PT Field Goal
-8,11,1,TRUE,2,2PT Field Goal
117,127,17,FALSE,2,2PT Field Goal
17,285,28,TRUE,2,3PT Field Goal
117,227,25,TRUE,3,3PT Field Goal
-101,193,21,FALSE,3,2PT Field Goal
16,20,2,TRUE,3,2PT Field Goal
194,199,27,TRUE,3,3PT Field Goal
163,27,16,FALSE,3,2PT Field Goal
-228,22,22,TRUE,3,3PT Field Goal
-3,268,26,FALSE,3,3PT Field Goal
-175,221,28,TRUE,4,3PT Field Goal
100,243,26,FALSE,4,3PT Field Goal
-130,141,19,FALSE,4,2PT Field Goal
16,23,2,TRUE,1,2PT Field Goal
6,27,2,TRUE,1,2PT Field Goal
-148,216,26,TRUE,1,3PT Field Goal
-182,191,26,FALSE,1,3PT Field Goal
4,34,3,TRUE,1,2PT Field Goal
-128,238,27,FALSE,1,3PT Field Goal
-23,8,2,TRUE,2,2PT Field Goal
11,115,11,TRUE,2,2PT Field Goal
204,172,26,TRUE,2,3PT Field Goal
-228,27,22,FALSE,2,3PT Field Goal
59,195,20,TRUE,2,2PT Field Goal
33,78,8,TRUE,2,2PT Field Goal
-2,37,3,FALSE,3,2PT Field Goal
-129,231,26,FALSE,3,3PT Field Goal
-130,-4,13,FALSE,3,2PT Field Goal
229,21,22,FALSE,3,3PT Field Goal
-139,216,25,FALSE,3,3PT Field Goal
6,13,1,TRUE,3,2PT Field Goal
175,219,28,FALSE,3,3PT Field Goal
-201,224,30,TRUE,3,3PT Field Goal
-180,-15,18,FALSE,1,2PT Field Goal
73,255,26,TRUE,1,3PT Field Goal
132,199,23,FALSE,1,3PT Field Goal
-129,-15,12,TRUE,1,2PT Field Goal
