pitch_type,batted_ball_type,hit_x,hit_y,exit_velocity,launch_angle,outcome
FF,ground_ball,-12.239999999999995,47.21000000000001,105.6,-20,field_out
SI,ground_ball,31.980000000000004,34.49000000000001,82.9,-21,field_out
SL,fly_ball,99.21,99.30000000000001,107.5,38,sac_fly
CH,ground_ball,11.989999999999995,11.469999999999999,82.9,-21,field_out
FF,ground_ball,13.320000000000007,52.05000000000001,106.8,-13,grounded_into_double_play
SI,ground_ball,23.61,47.21000000000001,76.6,-18,field_out
CH,ground_ball,9.079999999999998,14.5,82.9,-21,field_out
SI,ground_ball,51.45,74.50000000000001,107.8,-5,single
FT,fly_ball,-75.7,124.80000000000001,99.5,40,field_out
FT,ground_ball,18.940000000000012,46.05000000000001,109.1,-10,grounded_into_double_play
FF,ground_ball,-7.480000000000004,42.49000000000001,90.3,-17,single
FF,line_drive,55.510000000000005,105.48,78.1,24,field_out
CH,ground_ball,1.5300000000000011,-4.099999999999994,64.5,-26,field_out
FF,fly_ball,-39.69,156.47000000000003,104.8,35,field_out
FF,line_drive,-23.700000000000003,173.01000000000002,111.3,20,home_run
FF,ground_ball,26.049999999999997,47.06,104.1,1,field_out
CH,fly_ball,40.89,144.70000000000002,97.2,27,field_out
FT,ground_ball,-13.570000000000007,49.10000000000002,103.9,-2,field_out
FF,ground_ball,31.13000000000001,40.46000000000001,96.9,-16,field_out
CH,line_drive,69.91000000000001,139.57,97.4,23,triple
FF,line_drive,-31.89,64.86000000000001,88.2,9,single
CU,ground_ball,27.570000000000007,33.860000000000014,93.7,-10,field_out
CU,ground_ball,30.11,35.890000000000015,67.2,-36,field_out
CU,ground_ball,21.989999999999995,44.02000000000001,98.3,-6,field_error
FF,line_drive,-47.42,80.05000000000001,103.3,9,single
FF,ground_ball,-9.510000000000005,55.19,99.8,5,field_out
FT,ground_ball,5.219999999999985,16.590000000000003,94.4,-31,grounded_into_double_play
SL,fly_ball,38.32000000000001,171.19,103.4,27,home_run
SL,line_drive,29.61,139.52,110.3,16,double
FF,ground_ball,0.6499999999999915,55.19,108.4,5,single
FF,line_drive,-6.460000000000008,54.18000000000001,106.2,5,field_out
FF,fly_ball,12.66000000000001,123.95000000000002,94.7,19,field_out
CU,fly_ball,-17.310000000000002,117.88000000000001,81.3,36,field_out
CU,ground_ball,6.3500000000000085,106.41000000000001,100.8,-9,single
CH,ground_ball,45.11,94.9,105.9,0,single
FT,line_drive,-28.790000000000006,153.04000000000002,106.4,13,double
FF,line_drive,-4.3799999999999955,67.98000000000002,91.1,10,single
SL,ground_ball,2.700000000000003,107.01,104.1,-11,single
SL,ground_ball,30.11,32.33000000000001,82.9,-21,fielders_choice_out
SI,line_drive,-48.46000000000001,74.92000000000002,102.6,10,single
SI,ground_ball,18.940000000000012,32.84,96.6,-35,field_out
CH,line_drive,-11.540000000000006,54.18000000000001,99.9,10,field_out
FF,fly_ball,6.739999999999995,109.43,98.5,43,field_out
SL,ground_ball,-11.430000000000007,48.860000000000014,67.8,-17,field_out
SL,line_drive,-40.67,88.41000000000001,76.9,25,single
