pitch_type,release_speed,release_spin_rate,plate_x,plate_z,type,balls,strikes,events
FF,94.8,2184,0.4187,3.4017,S,1,0,NA
FF,95.7,2127,0.2189,4.1269,B,0,0,NA
SL,91.5,2389,0.2331,2.0845,X,2,1,double
CH,90.5,1607,1.1474,0.973,B,1,1,NA
FF,95.1,2108,-1.3014,3.2476,B,0,1,NA
FT,95.6,2102,0.1086,3.4914,S,0,0,NA
FF,94.4,1993,0.0624,2.9482,X,3,1,double
FF,95,2201,0.6473,1.4846,S,3,0,NA
FF,95.3,2154,1.2996,0.7866,B,2,0,NA
SL,91,2376,0.9853,0.7138,B,1,0,NA
SL,91.4,2411,-0.1615,0.9355,B,0,0,NA
FF,94.9,2423,0.8471,3.3458,X,1,2,field_out
CH,86.8,1646,-0.6123,3.6449,S,1,1,NA
CH,88.6,1681,1.6134,0.396,B,0,1,NA
SL,87.9,2379,0.3853,3.5557,S,0,0,NA
SL,91.8,2381,1.4313,1.2308,S,1,2,strikeout
CH,89.3,1480,0.2055,1.697,S,1,1,NA
CU,83.2,2502,0.6944,2.6014,S,1,0,NA
CH,88.2,1455,-0.6601,3.3336,B,0,0,NA
CH,88.5,1555,0.0625,2.0328,X,1,1,field_out
CH,87.4,1564,-0.7754,2.4291,S,1,0,NA
CH,86.8,1368,-2.1634,4.9603,B,0,0,NA
CH,88.5,1585,-0.703,2.6591,S,0,2,strikeout
CH,89.9,1813,-0.1922,1.0159,S,0,1,NA
CH,88.6,1615,0.1719,2.3766,S,0,0,NA
CU,84.1,NA,0.6945,2.1126,X,0,0,field_out
SL,91.3,2401,0.6834,2.8783,X,0,1,single
CU,83.8,2464,0.5259,0.8893,S,0,0,NA
CH,85.9,1498,-0.0305,2.5179,S,1,2,strikeout
SL,89.9,2172,0.037,1.3827,S,1,1,NA
FF,95.3,2219,0.3848,2.6426,S,1,0,NA
CH,85.8,1457,-2.1443,4.6715,B,0,0,NA
FF,96.9,2436,0.8461,3.0271,X,0,2,single
FT,96.5,2290,-0.4374,2.3753,S,0,2,NA
SL,90.6,2486,-0.25,2.1207,S,0,1,NA
FF,95.1,2348,1.1827,3.4219,S,0,0,NA
CU,82.7,NA,0.2133,2.043,X,1,0,field_out
FF,95.4,2337,1.4448,3.0658,B,0,0,NA
SL,90.4,2393,0.9838,1.4487,S,0,2,strikeout
FT,93.8,2115,0.3315,2.4164,S,0,1,NA
FF,95.2,2253,0.5487,3.4287,S,0,0,NA
SL,91,2472,1.1848,1.7149,X,0,0,single
FT,96.1,2265,-0.5076,2.1724,X,1,1,field_out
FF,95.7,2235,1.7109,2.6695,B,0,1,NA
SL,91.9,2432,0.645,1.6812,S,0,0,NA
SL,91.2,2270,0.1284,1.959,X,1,2,single
FF,96.2,2325,0.9131,3.6626,S,1,2,NA
FF,96.5,2274,-0.0725,3.2671,S,1,1,NA
SL,91.2,2337,1.1447,1.5676,S,1,0,NA
FF,96.1,2257,0.8522,4.5148,B,0,0,NA
FT,95,2142,0.2145,3.0355,X,0,1,double
FF,95.9,2373,0.8937,2.4405,S,0,0,NA
FF,96.5,2312,0.2902,2.8056,X,0,0,field_out
FF,96.6,2116,-0.2944,3.2359,X,0,1,field_out
FF,95.7,2160,0.2759,2.3343,S,0,0,NA
SL,91.4,2369,-0.0066,3.0227,S,3,2,strikeout
SL,90.8,2383,0.9843,0.7684,B,2,2,NA
FF,95.8,2178,0.1251,3.8625,S,2,2,NA
CH,89.2,1476,3e-4,3.0922,S,2,1,NA
FF,97.2,2198,0.7346,4.0281,B,1,1,NA
FF,97.5,2190,0.8906,2.9939,S,1,0,NA
FF,96.8,2287,0.9222,2.6434,B,0,0,NA
FF,97.2,2346,0.4883,3.3009,X,1,2,field_out
SL,90.8,2434,0.2305,2.3599,S,1,1,NA
FF,95.4,2217,0.0393,3.1549,S,1,0,NA
FF,97,2171,-0.6929,3.3998,B,0,0,NA
FF,96.8,2238,-0.6781,3.1266,X,0,1,field_out
FF,96.5,2192,-0.144,2.0421,S,0,0,NA
SL,92,2434,2.0506,0.9343,S,1,2,strikeout
FF,97.3,2232,0.6449,2.9212,S,1,2,NA
FF,97.6,2333,0.4111,3.0909,S,1,2,NA
FF,96.9,2290,-0.1232,2.5531,S,1,1,NA
FF,97.4,2210,1.2353,2.6974,B,0,1,NA
FF,95.6,2173,1.0666,3.0424,S,0,0,NA
FF,96.2,2240,0.8742,2.981,X,0,0,field_out
FF,96.7,2228,0.4418,2.7298,X,0,0,field_out
FF,96.6,2239,-0.1829,2.0632,X,0,2,field_out
FF,96.2,2249,-0.2505,2.1347,S,0,1,NA
FF,95.3,2261,-0.5905,1.9928,S,0,0,NA
FF,97.5,2368,-0.0603,2.4242,X,2,2,field_out
SL,91.7,2545,2.0784,-0.118,B,1,2,NA
FF,96.7,2292,0.6455,1.9108,S,1,1,NA
FF,95.4,2233,0.8958,3.5871,B,0,1,NA
FF,95.8,2011,1.0474,2.8431,S,0,0,NA
CH,89,1610,0.451,1.7827,S,3,2,strikeout
FF,96.1,2341,-0.4584,4.0533,B,2,2,NA
FT,96.3,2264,-0.4157,2.1131,S,2,1,NA
SL,92,2661,0.1573,1.7173,S,2,0,NA
SL,92.5,2602,0.8645,1.6221,B,1,0,NA
FT,96.3,2204,-1.2408,3.0479,B,0,0,NA
CH,87.3,1654,-0.0547,2.1554,X,1,0,home_run
FT,94.8,2147,-0.9531,2.8829,B,0,0,NA
FT,94.3,2328,-0.3719,2.7416,X,0,1,single
CU,83,2524,0.5066,1.6328,S,0,0,NA
SL,91.4,2505,-0.7702,2.0318,S,2,2,strikeout
SL,90.4,2544,0.3436,1.9358,S,2,1,NA
CH,89,1600,0.1042,1.4911,B,1,1,NA
FF,96.4,2413,-0.0809,3.9827,B,0,1,NA
CU,81.6,2543,0.3266,1.8225,S,0,0,NA
SL,90.2,2546,1.0899,1.9314,X,0,1,field_out
CU,81.7,2501,0.2554,1.54,S,0,0,NA
FT,95.8,2196,-1.1069,2.2343,X,0,0,field_out
FT,95.4,2192,-0.255,1.9263,X,0,1,field_out
SL,90.8,2515,0.144,2.1099,S,0,0,NA
FT,94.8,2210,-1.1596,3.1365,X,1,1,field_out
FT,96,2199,-1.0002,2.3939,S,1,0,NA
FF,95.7,2336,-1.9089,3.0339,B,0,0,NA
SL,90.9,2414,-0.9044,2.6122,S,3,2,strikeout
FF,96.6,2369,-0.2203,4.2828,B,2,2,NA
FF,96.8,2393,0.059,2.9778,S,2,1,NA
FF,96.3,2435,-0.5125,3.9747,B,1,1,NA
FF,96.4,2485,1.5435,4.0173,B,0,1,NA
FF,96.5,2350,0.6001,3.4878,S,0,0,NA
FT,96,2192,-0.2194,2.7324,X,0,1,sac_fly
FT,95.6,2154,-0.334,3.8848,S,0,0,NA
CU,82.6,2410,1.2906,1.7769,B,3,1,walk
CH,87.1,1608,-1.6589,4.415,B,2,1,NA
FF,96.2,2370,-0.3619,4.5227,B,1,1,NA
CU,82.4,2401,0.3177,2.3047,S,1,0,NA
CH,88.1,1704,-1.4953,3.358,B,0,0,NA
SL,90.5,2464,0.8373,1.5493,X,1,1,single
FT,95.4,2135,0.4322,1.7996,B,0,1,NA
SL,91,2522,1.1243,1.8272,S,0,0,NA
SL,90.4,2568,1.1612,1.8351,X,1,2,field_error
FF,95,2312,0.8323,4.2633,B,0,2,NA
CU,83.2,2540,0.2283,2.306,S,0,1,NA
FF,95.3,2407,0.3623,2.4358,S,0,0,NA
CU,82.3,2461,0.5824,2.9983,X,0,0,field_out
FF,97.1,2487,-0.1757,1.7418,X,3,2,field_out
SL,90.7,2668,1.6421,0.6733,B,2,2,NA
CU,83.9,2525,0.4789,0.0019,B,1,2,NA
SL,90,2492,1.2117,1.7685,S,1,2,NA
FF,97.3,2348,-0.7073,3.8453,S,1,2,NA
SL,92.6,2597,-0.4087,2.3938,S,1,1,NA
FF,97.4,2426,0.0805,2.0068,S,1,0,NA
CH,89.5,1755,0.2926,2.0129,B,0,0,NA
FF,96.2,2375,0.5103,3.8839,S,1,2,strikeout
FT,95.8,2443,0.6937,2.4782,S,1,1,NA
SL,90.8,2553,0.5328,2.5903,S,1,0,NA
SL,92.7,2568,1.528,1.6573,B,0,0,NA
FF,96.8,2436,0.8296,2.5367,S,1,2,strikeout
FF,96.7,2475,1.2202,2.0456,B,0,2,NA
FT,95,2256,-0.7674,2.0643,S,0,1,NA
SL,91.4,2530,0.635,2.8281,S,0,0,NA
FF,97.5,2437,0.3254,3.9087,S,1,2,strikeout
FF,96.6,2336,0.9565,3.2578,S,1,1,NA
CH,90.5,1689,-0.4051,2.8574,S,1,0,NA
FF,96.2,2315,-0.845,1.9066,B,0,0,NA
FT,95.6,2308,-0.0109,2.1882,X,1,0,grounded_into_double_play
SL,91.3,2546,1.1871,2.4267,B,0,0,NA
FF,95.1,2339,0.0861,1.7204,X,2,0,single
CH,88.1,1564,-1.126,3.8099,B,1,0,NA
CU,81.1,2474,-0.8771,3.0325,B,0,0,NA
FF,96.2,2336,0.5384,3.5054,S,1,2,strikeout
CU,83.3,2576,0.5266,2.3701,S,1,2,NA
SL,89.4,2505,0.4893,2.4105,S,1,1,NA
FF,95.4,2248,-0.6299,5.184,B,0,1,NA
FF,96.9,2280,0.7773,2.4695,S,0,0,NA
FF,95.6,2336,0.3796,2.4145,X,1,0,field_out
FF,96.5,2426,1.024,1.5846,B,0,0,NA
SL,90.8,2518,0.3231,2.3942,X,2,0,field_out
SL,89.8,2511,0.9398,1.7245,B,1,0,NA
CU,81.3,2633,1.2655,0.6327,B,0,0,NA
FF,96.1,2225,0.0365,2.8878,X,2,0,field_out
FF,96.3,2324,-1.3163,3.1562,B,1,0,NA
FF,97.5,2352,-1.3466,3.259,B,0,0,NA
SL,90.5,2525,1.0714,0.9876,S,1,2,strikeout
SL,92.1,2439,0.7281,1.9204,S,1,2,NA
FF,97.4,2357,0.5902,2.2115,S,1,2,NA
SL,91.1,2510,1.4302,1.4172,S,1,1,NA
SL,92.5,2570,1.2379,0.1241,B,0,1,NA
FF,96.3,2360,0.1993,2.2128,S,0,0,NA
SL,91.7,2551,0.2736,1.9102,X,0,0,field_out
SL,92.4,2395,0.8689,1.5908,X,1,2,grounded_into_double_play
FF,98.3,2305,0.8063,2.4544,S,1,2,NA
FF,98.2,2360,-0.652,3.4154,B,0,2,NA
FF,97,2384,0.2141,3.5345,S,0,1,NA
FF,97.6,2288,-0.231,1.5686,S,0,0,NA
FF,97.5,2398,0.6457,1.1998,B,3,1,walk
SL,91.7,2525,0.7758,1.6339,B,2,1,NA
FT,96.4,2428,-1.2705,1.7207,B,1,1,NA
SL,91.3,2742,0.3871,1.3131,S,1,0,NA
FF,96.4,2332,1.8909,2.22,B,0,0,NA
CH,89.8,1627,-0.1271,2.5149,X,0,1,field_out
FF,96.7,2140,-0.522,2.8389,S,0,0,NA
CH,85.3,1552,-0.4127,3.2989,S,1,2,strikeout
SL,90.9,2470,1.4996,1.4887,B,0,2,NA
SL,89.5,2463,0.1926,3.5882,S,0,2,NA
CH,87.3,1641,-1.311,2.6698,S,0,1,NA
CH,88.3,1645,-0.2617,3.1932,S,0,0,NA
SL,90.1,2627,-0.8596,2.7148,X,1,2,double
SL,91.1,2479,-1.052,2.4166,B,0,2,NA
FF,96.8,2248,-0.182,3.4277,S,0,2,NA
CH,89.4,1763,-0.3542,1.4708,S,0,1,NA
CH,89,1696,0.2182,2.2097,S,0,0,NA
FF,95.5,2385,0.286,3.0776,X,2,0,field_out
CH,88.7,1645,-0.9934,2.6528,B,1,0,NA
CH,89.4,1711,0.882,1.2313,B,0,0,NA
SL,91.1,2440,-0.8312,2.2244,S,0,2,strikeout
FF,96.7,2361,0.2617,2.8374,S,0,2,NA
CH,88,1748,-0.2483,1.4208,S,0,1,NA
CU,81.3,2357,-0.9636,1.7713,S,0,0,NA
SL,90,2460,1.8199,1.2898,S,2,2,strikeout
SL,91.1,2412,1.7024,1.5792,B,1,2,NA
CH,88.3,1557,-0.0767,1.1467,S,1,2,NA
FT,96.5,2233,-0.0023,1.9188,S,1,1,NA
SL,90.4,2515,0.8063,2.1115,S,1,0,NA
SL,90.1,2535,1.1551,0.9312,B,0,0,NA
CH,88.4,1728,-1.2793,2.2112,S,0,2,strikeout
FF,96.5,2400,0.3119,4.2319,S,0,2,NA
FT,95.4,2152,-0.1514,2.893,S,0,1,NA
SL,89.9,2546,0.9383,3.1108,S,0,0,NA
FF,96.1,2387,0.5162,4.3093,B,1,1,NA
FF,95.8,2384,0.467,3.7402,S,1,0,NA
FF,96.5,2369,0.5197,3.6899,B,0,0,NA
SL,89.8,2462,0.3331,3.28,X,0,0,sac_bunt
FF,96.4,2270,0.407,3.5564,X,3,0,single
FF,96.3,2313,-0.4188,4.5499,B,2,0,NA
FF,95.6,2246,-0.2229,4.1232,B,1,0,NA
FF,95.9,2261,0.1029,3.5247,B,0,0,NA
FT,95,2072,-0.2847,3.7489,X,0,1,single
FT,95.2,2175,0.5136,2.2915,S,0,0,NA
SL,89.7,2500,0.5341,2.9775,X,0,2,single
FF,95.8,2259,0.3018,3.9751,S,0,1,NA
CU,81.4,2558,-0.009,2.0026,S,0,0,NA
CH,91.1,1764,-0.3989,2.6125,X,1,1,field_out
FF,97.2,2399,-0.8208,2.1509,S,1,0,NA
FT,92.3,1666,0.3699,0.9155,B,0,0,NA
SL,95.1,2390,0.3236,2.5035,X,2,1,field_out
FF,95.8,2382,-1.074,3.8463,B,1,1,NA
FF,96.9,2368,-0.2827,3.3174,B,0,1,NA
FF,96.6,2315,-0.0042,2.8882,S,0,0,NA
CU,84.3,2535,0.8816,0.9466,S,1,2,strikeout
SL,89.7,2589,0.096,2.6255,S,1,2,NA
CH,89.5,1720,-0.7248,1.0233,S,1,1,NA
CH,90,1738,0.3112,0.2601,B,0,1,NA
CU,82.5,2507,0.3558,2.337,S,0,0,NA
CU,82.8,2612,0.9429,1.0238,S,1,2,strikeout
FT,95.4,2275,-0.3394,3.9706,S,1,1,NA
SL,91.5,2436,0.5677,2.2665,S,1,0,NA
SL,91.2,2364,1.1028,1.9669,B,0,0,NA
CH,88.9,1754,-0.8879,2.4145,X,2,1,field_out
CH,88.6,1788,-0.9552,2.6098,B,1,1,NA
SL,91.1,2424,1.405,1.8609,B,0,1,NA
CH,88.6,1634,-0.8258,2.499,S,0,0,NA
FF,95,2335,2.0258,2.7097,B,3,2,walk
FT,95.8,2355,1.6837,2.6873,B,2,2,NA
CH,88.2,1544,-0.6868,1.9852,S,2,1,NA
CH,90.7,1709,1.0059,1.3162,B,1,1,NA
CU,83.7,2594,0.8844,1.6103,S,1,0,NA
SL,91.5,2457,1.914,0.016,B,0,0,NA
SL,89.1,2480,1.5964,2.134,S,0,2,strikeout
CH,89.7,1656,-0.6821,2.2116,S,0,1,NA
SL,91.3,2377,1.165,1.935,S,0,0,NA
CU,83.6,2605,0.8715,1.2701,S,1,2,strikeout
CH,89.1,1592,-0.2,2.0469,S,1,1,NA
CH,90.1,1743,0.2074,-0.1624,B,0,1,NA
CH,88.5,1669,-0.1602,1.2481,S,0,0,NA
FF,96.4,2411,0.2345,3.5957,X,2,2,field_out
SL,90.7,2536,1.9666,1.0835,B,1,2,NA
CH,88,1603,-0.4198,3.07,S,1,1,NA
FF,96.2,2370,1.5929,2.9041,B,0,1,NA
CH,89.1,1628,-0.4986,2.6942,S,0,0,NA
CU,82.9,2611,0.3599,1.8659,S,1,2,strikeout
SL,90.6,2516,0.8912,2.9325,S,1,2,NA
CH,89.7,1694,-1.1479,1.8493,S,1,1,NA
CH,90.4,1629,0.1751,0.98,B,0,1,NA
CU,81.2,2518,0.1822,1.9198,S,0,0,NA
SL,90.4,2487,0.446,1.7168,S,0,2,strikeout
CU,82.3,2571,0.649,2.1942,S,0,2,NA
FF,96.8,2408,-0.7324,4.4319,S,0,2,NA
FF,96.6,2341,-0.5021,2.4734,S,0,1,NA
FF,96.7,2399,-0.5859,2.7187,S,0,0,NA
FT,95.9,2299,-1.3578,2.9126,X,0,1,field_out
FF,96.6,2329,0.4963,3.0098,S,0,0,NA
FF,96.6,2339,-0.0693,4.1061,X,0,2,field_out
SL,90.8,2417,0.3706,2.1256,S,0,1,NA
SL,91.4,2607,0.4175,0.699,S,0,0,NA
FF,99.1,2468,0.5531,3.7662,S,0,2,strikeout
FF,97.7,2490,0.7442,3.9871,S,0,1,NA
FF,98.1,2497,0.8087,3.3341,S,0,0,NA
FT,97,2376,0.1056,1.8934,S,1,2,strikeout
FT,96.4,2189,0.2187,2.4156,S,1,2,NA
FF,97.5,2391,-0.3493,4.6137,B,0,2,NA
FT,96.8,2225,-0.2727,1.7257,S,0,1,NA
FF,97.2,2342,-0.0774,3.1643,S,0,0,NA
FF,98.4,2442,0.9483,3.1972,X,2,2,single
FF,96.9,2352,0.3793,3.6146,S,2,1,NA
FF,98,2328,0.4593,3.2951,S,2,0,NA
SL,93.3,2517,1.4918,0.3342,B,1,0,NA
CH,90.3,1811,-0.6691,3.5925,B,0,0,NA
CH,90.8,1840,-0.1141,2.405,S,0,2,strikeout
FF,96.7,2341,-0.7693,2.4296,S,0,1,NA
FT,96.4,2227,-0.5793,3.3998,S,0,0,NA
FF,98.2,2261,-0.2085,3.4732,X,1,2,single
SL,92.5,2517,-0.0498,1.6766,S,1,2,NA
FF,97,2320,0.381,3.5604,S,1,1,NA
FF,96.4,2276,-0.5135,3.4728,S,1,0,NA
FF,96.7,2279,0.745,4.0388,B,0,0,NA
FF,97.2,2294,0.8571,3.4771,X,0,1,single
FF,97.7,2297,-0.4014,2.2402,S,0,0,NA
FF,96.2,2273,0.198,2.8269,X,0,0,field_out
SL,91.2,2463,0.3858,2.4529,X,2,2,field_out
FF,95.4,2137,-0.6126,3.3252,S,2,2,NA
CH,88.5,1606,0.5462,3.6755,S,2,2,NA
FF,95.9,2298,0.6616,3.309,S,2,2,NA
CH,87.9,1519,0.3016,1.9758,S,2,1,NA
SL,92.2,2537,0.8118,0.396,B,1,1,NA
SL,91.7,2518,0.8062,0.997,B,0,1,NA
SL,91.5,2371,1.4725,0.8512,S,0,0,NA
SL,92.1,2416,1.5075,1.3551,S,3,2,strikeout
SL,90.8,2474,0.1203,3.1101,S,3,2,NA
FF,96.2,2371,-1.2184,2.9443,B,2,2,NA
CH,87.6,1598,-0.3117,3.1272,S,2,1,NA
FF,96.1,2336,-0.7655,3.3037,B,1,1,NA
SL,90.1,2472,0.34,3.3223,S,1,0,NA
FF,95.1,2301,-0.8431,3,B,0,0,NA
FF,96.3,2341,-0.2554,2.8333,X,2,1,single
FT,95.5,2137,-0.35,3.1726,S,2,0,NA
CH,87.5,1608,-1.0557,1.6818,B,1,0,NA
CH,87.9,1650,-1.2101,2.6719,B,0,0,NA
SL,91.8,2335,-1.2349,3.2743,B,3,2,walk
FF,96.7,2228,1.2737,2.3122,B,2,2,NA
SL,95.7,2227,0.6985,2.9468,S,2,1,NA
SL,94.8,2242,1.3553,3.8563,B,1,1,NA
FF,95.2,2187,0.0055,3.785,B,0,1,NA
CH,90.5,1639,-0.8918,2.9349,S,0,0,NA
SL,90.5,2494,0.3019,2.7711,X,0,0,home_run
SL,92.6,2381,-0.6083,2.049,S,1,2,strikeout
CH,89.6,1524,-1.1958,2.6329,B,0,2,NA
SL,91.6,2429,1.1409,2.7885,S,0,1,NA
FF,96.6,2287,0.333,2.8213,S,0,0,NA
SL,90.9,2338,0.3992,2.6931,X,1,0,field_out
CH,90.1,1576,1.1314,0.7765,B,0,0,NA
CH,88.9,1583,-0.3961,3.1297,X,0,1,field_out
CH,88.9,1578,-0.1514,0.8564,S,0,0,NA
FF,96,2323,0.8252,3.4275,S,1,2,strikeout
SL,91.4,2394,1.0966,-0.0084,B,0,2,NA
CH,89.2,1703,-0.7428,0.8616,S,0,1,NA
CH,89.1,1522,0.3701,3.419,S,0,0,NA
CH,90.1,1569,-0.1472,1.8706,X,0,2,field_out
FF,96.9,2375,-0.2356,3.5114,S,0,2,NA
CH,90.2,1667,0.6733,0.9998,S,0,1,NA
CU,79.8,2605,-0.1965,3.1437,S,0,0,NA
SL,91.2,2548,1.4557,1.273,S,2,2,strikeout
FT,95.6,2156,1.1254,2.6605,S,2,2,NA
FF,95.5,2412,1.8442,3.0282,B,1,2,NA
CH,87.6,1506,-0.3627,2.9486,S,1,1,NA
SL,89.3,2350,1.6769,1.7534,B,0,1,NA
SL,88.7,2305,0.9799,1.7256,S,0,0,NA
CH,89.5,1623,-1.0839,3.0542,S,2,2,strikeout
SL,91.5,2552,1.3307,0.4706,B,1,2,NA
FF,96.6,2304,1.0331,3.2606,S,1,2,NA
SL,90.4,2410,0.0912,2.4429,S,1,2,NA
FF,96.5,2162,-1.1506,4.0027,B,0,2,NA
FF,96.2,2442,0.6568,3.294,S,0,1,NA
FF,95.7,2443,0.3733,3.3321,S,0,0,NA
FF,96.4,2408,0.2843,3.2985,S,1,2,strikeout
SL,90.6,2367,0.2215,2.8445,S,1,2,NA
FF,95.8,2201,0.756,2.9685,S,1,2,NA
FF,95.4,2198,0.4194,4.4236,B,0,2,NA
FF,96.5,2260,-0.4168,2.3579,S,0,1,NA
FF,96.5,2257,0.6233,3.2197,S,0,0,NA
FF,96,2264,0.2711,1.4599,B,3,1,walk
FF,95.7,2299,0.3829,2.9975,S,3,0,NA
CH,88.1,1718,-1.0074,3.2995,B,2,0,NA
SL,91.6,2397,0.8473,1.4599,B,1,0,NA
SL,92.6,2433,1.1051,0.9573,B,0,0,NA
FF,95.5,2305,0.5155,3.2221,X,2,0,single
FT,95.2,2158,-0.0952,3.968,B,1,0,NA
FF,95.6,2279,-0.9558,3.2419,B,0,0,NA
FT,95.5,2137,0.5817,2.9354,X,2,2,single
CH,89.3,1576,-0.3806,2.1241,S,2,1,NA
SL,91.6,2473,1.3138,1.1649,B,1,1,NA
CH,90,1617,-1.0214,1.8257,S,1,0,NA
SL,90.8,NA,1.3935,1.2251,B,0,0,NA
CH,89.2,1593,-1.1724,2.3424,X,1,2,field_out
SL,89,2464,-0.3186,0.6913,B,0,2,NA
SL,89.4,2505,0.4472,2.1991,S,0,1,NA
CH,88.7,1599,-0.2509,1.779,S,0,0,NA
CU,83.3,2679,-0.0529,1.976,X,0,0,field_out
FF,96.1,2275,-0.4288,2.4042,S,1,2,strikeout
SL,89.9,2563,2.043,0.8581,B,0,2,NA
FF,95.4,2141,0.0039,2.882,S,0,2,NA
CU,81.5,2599,0.903,1.8857,S,0,2,NA
FF,95.4,2279,0.1671,2.9032,S,0,2,NA
FF,95,2174,-0.1795,2.8847,S,0,2,NA
FF,95.2,2314,-0.5076,3.5234,S,0,1,NA
FF,95.2,2163,0.0672,2.3914,S,0,0,NA
FF,94,2270,1.3603,2.6946,X,3,2,field_out
SL,89.9,2395,2.4758,1.3531,B,2,2,NA
FF,95.4,2106,0.7545,3.4779,S,2,1,NA
FF,95.6,2158,-0.3086,3.8859,B,1,1,NA
CH,88.9,1508,0.4595,2.139,S,1,0,NA
FF,95.4,2143,1.3124,3.1793,B,0,0,NA
FF,96,2229,-0.1341,2.8699,X,0,2,field_out
CH,90.1,1607,-0.2943,1.8158,S,0,1,NA
FF,95.3,2280,-0.156,3.0895,S,0,0,NA
CH,89.9,1607,-0.1848,1.8949,X,0,0,field_out
SL,92.5,2395,1.2078,1.7293,S,2,2,strikeout
CU,82.8,2547,0.7015,0.5832,B,1,2,NA
CH,88.2,1603,-0.1905,2.6439,S,1,2,NA
FF,95.3,2329,-0.4612,2.6148,S,1,1,NA
FT,94.1,2263,0.3106,3.3844,B,0,1,NA
FF,95.3,2313,0.7294,2.3292,S,0,0,NA
FF,96.7,2387,0.2706,3.078,X,0,0,grounded_into_double_play
SL,93.6,2447,1.0588,0.5734,B,3,2,walk
SL,92.4,2434,-0.4971,0.5563,B,2,2,NA
CH,88.5,1586,-1.5921,3.6804,B,1,2,NA
FF,96.4,2321,0.6421,4.7934,B,0,2,NA
SL,91.7,2361,0.7678,2.4311,S,0,1,NA
SL,92.8,2387,0.7609,1.8087,S,0,0,NA
FF,97.1,2309,0.3641,2.2949,X,0,0,single
FF,96.1,2301,0.947,2.4312,X,1,1,field_out
FF,95.6,2230,-0.7351,1.5631,S,1,0,NA
FF,96.1,2286,-0.1183,3.5717,B,0,0,NA
FF,95,2401,-0.0909,3.5969,X,2,2,field_out
CU,84.1,2541,0.9964,2.1096,S,2,2,NA
SL,91,2478,0.601,3.6216,B,1,2,NA
CH,88.5,1713,0.1952,1.4287,S,1,1,NA
CH,87.8,1474,-0.4236,2.0619,S,1,0,NA
FF,95.2,2303,0.8663,3.6465,B,0,0,NA
SL,90.5,2468,0.239,3.3236,X,1,1,single
CU,82.7,2673,0.0201,3.7148,B,0,1,NA
FF,94.8,2377,0.8218,3.0453,S,0,0,NA
FF,96.3,2365,-0.5993,3.0181,S,1,2,strikeout
FF,94.5,2272,0.9949,3.3804,S,1,1,NA
CU,81.9,2567,0.1286,2.6859,S,1,0,NA
CH,89,1667,1.1045,2.008,B,0,0,NA
SL,90.5,2523,0.888,2.3432,X,1,1,field_out
SL,91.1,2537,1.9539,1.9579,B,0,1,NA
FF,94.8,2294,0.7119,2.552,S,0,0,NA
FF,95.1,2305,0.3529,1.7139,X,2,1,force_out
FF,95.9,2435,0.7483,2.2121,S,2,0,NA
FF,95.8,2407,1.232,1.1816,B,1,0,NA
FF,96,2363,1.2601,1.696,B,0,0,NA
FF,96.4,2361,0.3535,2.2721,X,1,0,field_error
FF,95.8,2364,1.4039,2.0953,B,0,0,NA
CU,81.9,2692,1.2878,1.6898,B,3,2,walk
CH,88.6,1676,1.3027,0.4709,B,2,2,NA
CH,88.6,1538,1.1963,0.6386,B,1,2,NA
FF,95.1,2378,0.8395,3.7202,S,1,2,NA
CU,82.2,2677,0.4956,2.7222,S,1,1,NA
FF,96.3,2431,-0.9533,3.2344,B,0,1,NA
FF,95.4,2416,0.7445,3.1066,S,0,0,NA
SL,90,2583,0.4293,2.4086,X,0,1,field_out
FF,95.5,2371,0.697,2.7048,S,0,0,NA
FF,96.4,2432,0.5809,2.0608,X,2,2,field_out
FF,95.1,2340,0.074,2.734,S,2,1,NA
SL,89.9,2516,0.7117,2.7963,S,2,0,NA
SL,91.6,2627,1.1273,0.5709,B,1,0,NA
SL,91.3,2530,1.0735,1.047,B,0,0,NA
SL,91.3,2590,1.5022,2.388,S,2,2,strikeout
FF,96.5,2328,1.1491,2.536,S,2,1,NA
FF,95.7,2415,1.7478,3.7664,B,1,1,NA
FF,95.2,2385,0.8704,3.2731,S,1,0,NA
FF,96.9,2322,1.5738,2.4752,B,0,0,NA
CH,87.4,1745,-0.5883,1.3412,S,2,2,strikeout
CH,87.8,1697,0.4891,1.2992,B,1,2,NA
FF,95.5,2405,-0.1468,2.7043,S,1,1,NA
FT,94.7,2221,0.2563,3.1644,B,0,1,NA
FF,95.9,2532,0.6534,2.6906,S,0,0,NA
SL,90.1,2496,1.9821,2.9903,B,0,0,hit_by_pitch
CU,79.4,2394,0.6371,2.733,S,1,2,strikeout
SL,90.3,2362,0.1691,2.7987,S,1,1,NA
SL,88.8,2456,-0.058,3.895,B,0,1,NA
FF,94.5,2363,0.1813,2.2948,S,0,0,NA
SL,89.6,2574,0.1515,2.3875,X,1,0,single
FF,95.3,2401,1.587,2.7271,B,0,0,NA
FF,96.1,2284,0.5784,2.751,X,2,1,field_out
FF,95.9,2292,-0.3275,3.6365,B,1,1,NA
FF,96.6,2330,0.1905,2.4273,S,1,0,NA
FF,96.8,2476,1.5702,1.3901,B,0,0,NA
SL,91.9,2497,0.9378,1.5709,X,0,0,force_out
FT,95.5,2198,-0.254,2.0919,X,0,0,single
CH,87.8,1862,0.2641,2.9132,X,1,1,field_out
