year,league,team_id,team_name,win_world_series,final_rank,games_played,wins,losses,runs_scored,hits,at_bats,walks,strikeouts,homeruns,hit_by_pitch,sacrifice_flies,runs_allowed,hits_allowed,walks_allowed,strikeouts_against,homeruns_allowed
1889,AA,BR3,Brooklyn Bridegrooms,N,1,138,93,44,995,1265,4815,550,401,47,49,NA,706,1205,400,471,33
1889,NL,BSN,Boston Beaneaters,N,2,133,83,45,826,1251,4628,471,450,42,41,NA,626,1152,413,497,41
1889,NL,CHN,Chicago White Stockings,N,3,136,67,65,867,1338,4849,518,516,79,30,NA,814,1313,408,434,71
1889,NL,CL4,Cleveland Spiders,N,6,136,61,72,656,1167,4673,429,417,25,38,NA,720,1182,519,435,36
1889,AA,CL6,Columbus Solons,N,6,139,60,78,779,1247,4816,507,609,36,42,NA,924,1274,551,610,33
1889,AA,CN2,Cincinnati Red Stockings,N,4,141,76,63,897,1307,4844,452,511,52,60,NA,769,1270,475,562,35
1889,NL,IN3,Indianapolis Hoosiers,N,7,135,59,75,819,1356,4879,377,447,62,44,NA,894,1365,420,408,73
1889,AA,KC2,Kansas City Cowboys,N,7,139,55,82,852,1256,4947,430,626,18,66,NA,1031,1373,457,447,51
1889,AA,LS2,Louisville Colonels,N,8,140,27,111,632,1249,4955,320,521,22,41,NA,1091,1529,475,451,43
1889,NL,NY1,New York Giants,Y,1,131,83,43,935,1319,4671,538,386,52,27,NA,708,1067,524,558,38
1889,AA,PH4,Philadelphia Athletics,N,3,138,75,58,880,1339,4868,534,496,43,62,NA,787,1199,509,479,35
1889,NL,PHI,Philadelphia Quakers,N,4,130,63,64,742,1248,4695,393,353,44,35,NA,748,1288,428,443,33
1889,NL,PIT,Pittsburg Alleghenys,N,5,134,61,71,726,1202,4748,420,467,42,44,NA,801,1296,374,345,42
1889,AA,SL4,St. Louis Browns,N,2,140,90,45,957,1312,4939,493,477,58,55,NA,680,1166,413,617,39
1889,NL,WS8,Washington Nationals,N,8,127,41,83,632,1105,4395,466,456,25,43,NA,892,1261,527,388,37
1890,PL,BFP,Buffalo Bisons,NA,8,134,36,96,793,1249,4795,541,367,20,96,NA,1199,1499,673,351,67
1890,AA,BL3,Baltimore Orioles,N,6,38,15,19,182,278,1213,125,152,2,28,NA,192,307,123,134,3
1890,AA,BR4,Brooklyn Gladiators,N,9,100,26,72,492,769,3475,328,456,13,31,NA,733,1011,421,230,21
1890,NL,BRO,Brooklyn Bridegrooms,N,1,129,86,43,884,1166,4419,517,361,43,41,NA,620,1102,401,403,27
1890,PL,BRP,Brooklyn Ward's Wonders,NA,2,133,76,56,964,1352,4887,502,369,34,42,NA,893,1334,570,377,26
1890,NL,BSN,Boston Beaneaters,N,5,134,76,57,763,1220,4722,530,515,31,69,NA,593,1132,354,506,27
1890,PL,BSP,Boston Reds,NA,1,133,81,48,1031,1352,4754,661,449,58,43,NA,781,1311,480,351,49
1890,NL,CHN,Chicago Colts,N,2,139,83,53,847,1271,4891,516,514,67,46,NA,692,1103,481,504,41
1890,PL,CHP,Chicago Pirates,NA,4,138,75,62,886,1311,4968,492,410,31,43,NA,770,1238,503,460,27
1890,NL,CIN,Cincinnati Reds,N,4,134,77,55,753,1203,4644,433,377,27,51,NA,633,1097,407,488,41
1890,NL,CL4,Cleveland Spiders,N,7,136,44,88,630,1073,4633,497,474,21,42,NA,832,1322,462,306,33
1890,AA,CL6,Columbus Solons,N,2,140,79,55,831,1225,4741,545,557,16,46,NA,617,976,471,624,20
1890,PL,CLP,Cleveland Infants,NA,7,131,55,75,849,1370,4804,509,345,27,49,NA,1027,1386,571,325,45
1890,AA,LS2,Louisville Colonels,N,1,134,88,44,819,1310,4687,410,460,15,53,NA,588,1120,293,587,18
1890,NL,NY1,New York Giants,N,6,135,63,68,713,1250,4832,350,479,25,50,NA,698,1029,607,612,14
1890,PL,NYP,New York Giants,NA,3,132,74,57,1018,1393,4913,486,364,66,31,NA,875,1216,569,449,37
1890,AA,PH4,Philadelphia Athletics,N,8,132,54,78,702,1057,4490,475,540,24,87,NA,945,1405,514,461,17
1890,NL,PHI,Philadelphia Phillies,N,3,133,78,53,823,1267,4707,522,403,23,64,NA,707,1210,486,507,22
1890,PL,PHP,Philadelphia Athletics,NA,5,132,68,63,941,1350,4855,431,321,49,51,NA,855,1292,495,361,33
1890,NL,PIT,Pittsburg Alleghenys,N,8,138,23,113,597,1088,4739,408,458,20,66,NA,1235,1520,573,381,52
1890,PL,PTP,Pittsburgh Burghers,NA,6,131,60,68,849,1212,4677,582,381,35,57,NA,931,1313,343,332,36
1890,AA,RC2,Rochester Broncos,N,5,133,63,63,709,1088,4553,446,538,31,57,NA,711,1115,530,477,19
1890,AA,SL4,St. Louis Browns,N,3,138,77,58,870,1308,4800,474,490,48,95,NA,736,1127,447,733,38
1890,AA,SR2,Syracuse Stars,N,7,127,55,72,698,1158,4469,457,482,14,35,NA,831,1158,518,454,28
1890,AA,TL2,Toledo Maumees,N,4,134,68,64,739,1152,4575,486,558,24,71,NA,689,1122,429,533,23
1891,AA,BL3,Baltimore Orioles,NA,4,139,71,64,850,1217,4771,551,553,30,111,NA,798,1238,472,408,33
1891,NL,BRO,Brooklyn Grooms,NA,6,137,61,76,765,1233,4748,465,435,23,36,NA,820,1272,459,407,40
1891,AA,BS2,Boston Reds,NA,1,139,93,42,1028,1341,4889,651,499,52,66,NA,675,1158,497,524,42
1891,NL,BSN,Boston Beaneaters,NA,1,140,87,51,847,1264,4956,533,537,53,82,NA,658,1223,364,525,51
1891,NL,CHN,Chicago Colts,NA,2,137,82,53,832,1231,4873,526,457,60,50,NA,730,1207,475,477,53
1891,NL,CIN,Cincinnati Reds,NA,7,138,56,81,646,1158,4791,414,439,40,44,NA,790,1234,465,393,40
1891,NL,CL4,Cleveland Spiders,NA,5,141,65,74,835,1295,5074,519,464,22,46,NA,888,1371,476,400,24
1891,AA,CL6,Columbus Solons,NA,6,138,61,76,702,1113,4697,529,530,20,37,NA,777,1141,588,502,29
1891,AA,CN3,Cincinnati Kelly's Killers,NA,7,102,43,57,549,838,3574,428,385,28,36,NA,643,921,446,331,20
1891,AA,LS2,Louisville Colonels,NA,8,138,54,83,698,1229,4764,438,465,17,68,NA,873,1334,451,481,32
1891,AA,ML3,Milwaukee Brewers,NA,3,36,21,15,227,332,1271,107,114,13,29,NA,156,291,120,137,6
1891,NL,NY1,New York Giants,NA,3,136,71,61,754,1271,4833,438,394,46,36,NA,711,1098,593,651,26
1891,AA,PH4,Philadelphia Athletics,NA,5,142,73,66,817,1301,5039,447,548,55,74,NA,794,1274,520,533,35
1891,NL,PHI,Philadelphia Phillies,NA,4,138,68,69,756,1244,4929,482,412,21,58,NA,773,1279,507,342,30
1891,NL,PIT,Pittsburgh Pirates,NA,8,137,55,80,679,1148,4794,427,503,29,50,NA,744,1160,465,446,30
1891,AA,SL4,St. Louis Browns,NA,2,139,85,51,959,1311,4942,612,436,57,86,NA,738,1088,571,613,50
1891,AA,WS9,Washington Statesmen,NA,9,139,44,91,691,1183,4715,468,485,19,76,NA,1067,1420,566,486,44
1892,NL,BLN,Baltimore Orioles,NA,12,152,46,101,779,1343,5296,499,480,30,62,NA,1020,1537,536,437,51
1892,NL,BRO,Brooklyn Grooms,NA,3,158,95,59,935,1439,5485,629,508,30,54,NA,733,1285,600,597,26
1892,NL,BSN,Boston Beaneaters,NA,1,152,102,48,862,1325,5301,526,492,34,62,NA,649,1156,460,514,41
1892,NL,CHN,Chicago Colts,NA,7,146,70,76,635,1189,5063,427,482,26,36,NA,735,1269,424,518,35
1892,NL,CIN,Cincinnati Reds,NA,5,155,82,68,766,1291,5349,503,476,44,38,NA,731,1327,535,437,39
1892,NL,CL4,Cleveland Spiders,NA,2,152,93,56,855,1376,5412,552,538,26,40,NA,613,1178,413,472,28
1892,NL,LS3,Louisville Colonels,NA,9,154,63,89,649,1209,5334,433,508,18,46,NA,804,1358,447,430,26
1892,NL,NY1,New York Giants,NA,8,152,71,80,811,1329,5291,510,474,39,34,NA,826,1165,635,650,32
1892,NL,PHI,Philadelphia Phillies,NA,4,155,87,66,860,1420,5413,528,515,50,54,NA,690,1309,492,511,24
1892,NL,PIT,Pittsburgh Pirates,NA,6,152,80,73,802,1288,5469,435,453,38,44,NA,796,1300,537,455,28
1892,NL,SLN,St. Louis Browns,NA,11,155,56,94,703,1188,5259,607,492,45,52,NA,922,1466,543,478,47
1892,NL,WAS,Washington Senators,NA,10,153,58,93,731,1246,5204,529,555,37,39,NA,869,1293,556,479,40
1893,NL,BLN,Baltimore Orioles,NA,8,130,60,70,820,1281,4651,539,323,27,70,NA,893,1325,534,275,29
1893,NL,BRO,Brooklyn Grooms,NA,7,130,65,63,775,1200,4511,473,296,45,40,NA,845,1262,547,297,41
1893,NL,BSN,Boston Beaneaters,NA,1,131,86,43,1008,1358,4678,561,292,65,46,NA,795,1314,402,253,66
1893,NL,CHN,Chicago Colts,NA,9,128,56,71,829,1299,4664,466,261,32,36,NA,874,1278,553,273,26
1893,NL,CIN,Cincinnati Reds,NA,6,131,65,63,759,1195,4617,531,257,29,48,NA,814,1305,549,258,38
1893,NL,CL4,Cleveland Spiders,NA,3,129,73,55,976,1425,4747,532,229,32,30,NA,839,1361,356,242,35
1893,NL,LS3,Louisville Colonels,NA,11,126,50,75,759,1185,4566,485,306,19,54,NA,942,1431,479,190,38
1893,NL,NY1,New York Giants,NA,5,136,68,64,941,1424,4858,504,281,61,56,NA,845,1271,581,395,36
1893,NL,PHI,Philadelphia Phillies,NA,4,133,72,57,1011,1553,5151,468,335,80,71,NA,841,1357,522,286,30
1893,NL,PIT,Pittsburgh Pirates,NA,2,131,81,48,970,1447,4834,537,274,37,62,NA,766,1232,504,280,29
1893,NL,SLN,St. Louis Browns,NA,10,135,57,75,745,1288,4879,524,251,10,63,NA,829,1292,542,301,38
1893,NL,WAS,Washington Senators,NA,12,130,40,89,722,1258,4742,523,237,23,63,NA,1032,1485,574,292,54
1894,NL,BLN,Baltimore Orioles,NA,1,129,89,39,1171,1647,4799,516,200,33,98,NA,819,1371,472,275,31
1894,NL,BRO,Brooklyn Grooms,NA,5,135,70,61,1024,1514,4851,467,295,42,35,NA,1020,1464,560,290,41
1894,NL,BSN,Boston Beaneaters,NA,3,133,83,49,1220,1658,5011,535,261,103,47,NA,1002,1529,411,262,89
1894,NL,CHN,Chicago Colts,NA,8,136,57,75,1056,1574,5022,507,306,65,36,NA,1080,1575,569,284,43
1894,NL,CIN,Cincinnati Reds,NA,10,134,55,75,936,1407,4753,517,255,61,41,NA,1108,1616,500,223,85
1894,NL,CL4,Cleveland Spiders,NA,6,130,68,61,932,1442,4764,471,301,37,24,NA,896,1390,435,254,54
1894,NL,LS3,Louisville Colonels,NA,12,130,36,94,698,1216,4519,355,368,42,53,NA,1019,1478,486,259,41
1894,NL,NY1,New York Giants,NA,2,139,88,44,962,1469,4879,489,219,45,33,NA,801,1310,546,403,37
1894,NL,PHI,Philadelphia Phillies,NA,4,132,71,57,1179,1780,5088,510,254,40,58,NA,995,1522,479,266,62
1894,NL,PIT,Pittsburgh Pirates,NA,7,133,65,65,965,1465,4700,444,210,48,68,NA,981,1563,466,308,39
1894,NL,SLN,St. Louis Browns,NA,9,133,56,76,771,1320,4610,442,289,54,40,NA,953,1418,500,319,48
1894,NL,WAS,Washington Senators,NA,11,132,45,87,882,1317,4581,617,375,59,69,NA,1122,1573,446,190,59
1895,NL,BLN,Baltimore Orioles,NA,1,131,87,43,1009,1530,4725,355,243,25,106,NA,646,1216,430,244,31
1895,NL,BRO,Brooklyn Grooms,NA,5,133,71,60,879,1346,4757,397,319,41,63,NA,838,1366,397,218,42
1895,NL,BSN,Boston Beaneaters,NA,6,133,71,60,911,1377,4750,505,239,54,51,NA,829,1376,367,377,56
1895,NL,CHN,Chicago Colts,NA,4,133,72,58,866,1401,4708,422,344,55,42,NA,854,1422,432,297,38
1895,NL,CIN,Cincinnati Reds,NA,8,132,66,64,903,1395,4684,414,249,36,36,NA,854,1451,362,245,39
1895,NL,CL4,Cleveland Spiders,NA,2,132,84,46,921,1433,4692,476,365,29,49,NA,725,1284,350,330,34
1895,NL,LS3,Louisville Colonels,NA,12,132,35,96,698,1320,4724,346,323,34,77,NA,1090,1520,469,245,40
1895,NL,NY1,New York Giants,NA,9,132,66,65,852,1324,4605,454,292,32,30,NA,834,1359,415,409,34
1895,NL,PHI,Philadelphia Phillies,NA,3,133,78,53,1068,1664,5037,463,262,61,69,NA,957,1467,485,330,36
1895,NL,PIT,Pittsburgh Pirates,NA,7,134,71,61,815,1355,4677,378,301,27,65,NA,799,1279,500,383,19
1895,NL,SLN,St. Louis Browns,NA,11,136,39,92,752,1356,4814,388,283,39,28,NA,1036,1572,443,284,64
1895,NL,WAS,Washington Senators,NA,10,133,43,85,840,1326,4615,522,403,55,52,NA,1052,1515,470,261,55
1896,NL,BLN,Baltimore Orioles,NA,1,132,90,39,995,1548,4719,386,201,23,120,NA,662,1281,339,302,22
1896,NL,BRO,Brooklyn Bridegrooms,NA,10,133,58,73,692,1292,4548,344,269,28,39,NA,764,1353,400,259,39
1896,NL,BSN,Boston Beaneaters,NA,4,132,74,57,865,1421,4723,414,275,36,51,NA,761,1254,397,277,57
1896,NL,CHN,Chicago Colts,NA,5,132,71,57,815,1311,4582,409,290,34,35,NA,804,1307,467,354,30
1896,NL,CIN,Cincinnati Reds,NA,3,128,77,50,783,1283,4360,382,226,20,42,NA,620,1240,310,219,27
1896,NL,CL4,Cleveland Spiders,NA,2,135,80,48,840,1463,4856,436,316,28,37,NA,650,1363,280,336,27
1896,NL,LS3,Louisville Colonels,NA,12,134,38,93,653,1197,4588,371,427,37,45,NA,997,1398,541,288,48
1896,NL,NY1,New York Giants,NA,7,133,64,67,829,1383,4661,439,271,40,53,NA,821,1303,403,312,33
1896,NL,PHI,Philadelphia Phillies,NA,8,130,62,68,890,1382,4680,438,297,49,60,NA,891,1473,387,243,39
1896,NL,PIT,Pittsburgh Pirates,NA,6,131,66,63,787,1371,4701,387,286,27,58,NA,741,1286,439,362,18
1896,NL,SLN,St. Louis Browns,NA,11,131,40,90,593,1162,4520,332,300,37,35,NA,929,1448,456,279,40
1896,NL,WAS,Washington Senators,NA,9,133,58,73,818,1328,4639,516,365,45,61,NA,920,1435,435,292,24
1897,NL,BLN,Baltimore Orioles,NA,2,136,90,40,964,1584,4872,437,255,19,115,NA,674,1296,382,361,18
1897,NL,BRO,Brooklyn Bridegrooms,NA,7,136,61,71,802,1343,4810,351,251,24,58,NA,845,1417,410,256,34
1897,NL,BSN,Boston Beaneaters,NA,1,135,93,39,1025,1574,4937,423,263,45,47,NA,665,1273,393,329,39
1897,NL,CHN,Chicago Colts,NA,9,138,59,73,832,1356,4803,430,327,38,49,NA,894,1485,433,361,30
1897,NL,CIN,Cincinnati Reds,NA,4,134,76,56,763,1311,4524,380,216,22,65,NA,705,1375,329,270,18
1897,NL,CL4,Cleveland Spiders,NA,5,130,69,62,773,1374,4604,435,348,16,38,NA,680,1297,289,277,32
1897,NL,LS3,Louisville Colonels,NA,11,135,52,78,675,1209,4587,375,445,40,67,NA,869,1374,467,267,40
1897,NL,NY1,New York Giants,NA,3,137,83,48,901,1452,4871,412,330,31,67,NA,696,1217,490,463,26
1897,NL,PHI,Philadelphia Phillies,NA,10,133,55,77,752,1392,4756,399,302,40,42,NA,792,1415,364,253,28
1897,NL,PIT,Pittsburgh Pirates,NA,8,134,60,71,676,1266,4590,359,333,25,67,NA,835,1397,318,342,22
1897,NL,SLN,St. Louis Browns,NA,12,133,29,102,592,1285,4673,351,314,32,76,NA,1088,1594,454,207,54
1897,NL,WAS,Washington Senators,NA,6,133,61,71,781,1376,4636,374,345,36,59,NA,793,1383,400,348,27
1898,NL,BLN,Baltimore Orioles,NA,2,153,96,53,933,1584,5242,519,316,12,160,NA,623,1236,400,422,17
1898,NL,BRO,Brooklyn Bridegrooms,NA,10,149,54,91,638,1314,5126,328,316,17,65,NA,811,1446,476,294,34
1898,NL,BSN,Boston Beaneaters,NA,1,152,102,47,872,1531,5276,405,303,53,32,NA,614,1186,470,432,37
1898,NL,CHN,Chicago Orphans,NA,4,152,85,65,828,1431,5219,476,387,18,71,NA,679,1357,364,323,17
1898,NL,CIN,Cincinnati Reds,NA,3,157,92,60,831,1448,5334,455,297,19,59,NA,740,1484,449,294,16
1898,NL,CL4,Cleveland Spiders,NA,5,156,81,68,730,1379,5246,545,303,18,46,NA,683,1429,309,339,26
1898,NL,LS3,Louisville Colonels,NA,9,154,70,81,728,1389,5193,375,424,32,66,NA,833,1457,470,271,33
1898,NL,NY1,New York Giants,NA,7,156,77,73,837,1422,5349,428,369,34,69,NA,800,1359,587,558,21
1898,NL,PHI,Philadelphia Phillies,NA,6,150,78,71,823,1431,5118,472,380,33,69,NA,784,1440,399,325,23
1898,NL,PIT,Pittsburgh Pirates,NA,8,152,72,76,634,1313,5087,336,339,14,74,NA,694,1400,346,330,14
1898,NL,SLN,St. Louis Browns,NA,12,154,39,111,571,1290,5214,383,405,13,84,NA,929,1584,372,288,32
1898,NL,WAS,Washington Senators,NA,11,155,51,101,704,1423,5257,370,384,36,70,NA,939,1577,450,371,29
1899,NL,BLN,Baltimore Orioles,NA,4,151,86,62,827,1509,5073,418,381,17,122,NA,691,1403,349,294,13
1899,NL,BRO,Brooklyn Superbas,NA,1,148,101,47,892,1436,4937,477,263,27,125,NA,658,1320,463,331,32
1899,NL,BSN,Boston Beaneaters,NA,2,153,95,57,858,1517,5290,431,266,39,43,NA,645,1273,432,385,44
1899,NL,CHN,Chicago Orphans,NA,8,152,75,73,812,1428,5148,406,346,27,64,NA,763,1433,330,313,20
1899,NL,CIN,Cincinnati Reds,NA,6,157,83,67,861,1448,5259,487,296,13,67,NA,777,1494,372,361,26
1899,NL,CL4,Cleveland Spiders,NA,12,154,20,134,529,1333,5279,289,280,12,65,NA,1252,1844,527,215,43
1899,NL,LS3,Louisville Colonels,NA,9,156,75,77,833,1491,5336,437,372,40,78,NA,782,1517,325,288,35
1899,NL,NY1,New York Giants,NA,10,152,60,90,741,1441,5125,389,357,23,46,NA,868,1463,630,402,19
1899,NL,PHI,Philadelphia Phillies,NA,3,154,94,58,916,1613,5353,441,337,31,75,NA,743,1398,370,281,17
1899,NL,PIT,Pittsburgh Pirates,NA,7,155,76,73,841,1582,5486,386,344,29,63,NA,771,1471,438,338,27
1899,NL,SLN,St. Louis Perfectos,NA,5,155,84,67,819,1514,5304,468,264,47,33,NA,739,1476,321,331,41
1899,NL,WAS,Washington Senators,NA,11,155,54,98,743,1429,5256,350,343,47,87,NA,983,1649,422,328,35
1900,NL,BRO,Brooklyn Superbas,NA,1,141,82,54,816,1423,4860,421,269,26,81,NA,722,1370,405,300,30
1900,NL,BSN,Boston Beaneaters,NA,4,142,66,72,778,1403,4952,395,270,48,45,NA,739,1263,463,340,59
1900,NL,CHN,Chicago Orphans,NA,6,146,65,75,635,1276,4907,343,375,33,65,NA,751,1375,324,357,21
1900,NL,CIN,Cincinnati Reds,NA,7,144,62,77,703,1335,5026,333,408,33,50,NA,745,1383,404,399,28
1900,NL,NY1,New York Giants,NA,8,141,60,78,713,1317,4724,369,345,23,56,NA,823,1423,442,277,26
1900,NL,PHI,Philadelphia Phillies,NA,3,141,75,63,810,1439,4969,440,377,29,72,NA,792,1506,402,284,29
1900,NL,PIT,Pittsburgh Pirates,NA,2,140,79,60,733,1312,4817,327,319,26,63,NA,612,1232,295,415,24
1900,NL,SLN,St. Louis Cardinals,NA,5,141,65,75,744,1420,4877,406,318,36,81,NA,748,1373,299,325,37
1901,AL,BLA,Baltimore Orioles,NA,5,134,68,65,760,1348,4589,369,373,24,52,NA,750,1313,344,271,21
1901,AL,BOS,Boston Americans,NA,2,138,79,57,759,1353,4866,331,281,37,47,NA,608,1178,294,396,33
1901,NL,BRO,Brooklyn Superbas,NA,3,137,79,57,744,1399,4879,312,446,32,41,NA,600,1244,435,583,18
1901,NL,BSN,Boston Beaneaters,NA,5,140,69,69,531,1180,4746,303,518,28,34,NA,556,1196,349,558,29
1901,AL,CHA,Chicago White Sox,NA,1,137,83,53,819,1303,4725,475,336,32,62,NA,631,1250,312,394,27
1901,NL,CHN,Chicago Orphans,NA,6,140,53,86,578,1250,4844,314,530,18,52,NA,699,1348,324,586,27
1901,NL,CIN,Cincinnati Reds,NA,8,142,52,87,561,1232,4914,323,587,38,42,NA,818,1469,365,542,51
1901,AL,CLE,Cleveland Blues,NA,7,138,54,82,666,1311,4833,243,322,12,48,NA,831,1365,464,334,22
1901,AL,DET,Detroit Tigers,NA,3,135,74,61,741,1303,4676,380,348,29,54,NA,694,1328,313,307,22
1901,AL,MLA,Milwaukee Brewers,NA,8,139,48,89,641,1250,4795,325,387,26,46,NA,828,1383,395,376,32
1901,NL,NY1,New York Giants,NA,7,141,52,85,544,1225,4839,303,578,19,45,NA,755,1389,377,542,24
1901,AL,PHA,Philadelphia Athletics,NA,4,137,74,62,805,1409,4882,301,344,35,52,NA,760,1346,374,350,20
1901,NL,PHI,Philadelphia Phillies,NA,2,140,83,57,668,1275,4793,430,550,24,62,NA,543,1221,259,480,19
1901,NL,PIT,Pittsburgh Pirates,NA,1,140,90,49,776,1407,4913,386,497,29,52,NA,534,1198,244,505,20
1901,NL,SLN,St. Louis Cardinals,NA,4,142,76,64,792,1430,5039,314,540,39,90,NA,689,1333,332,445,39
1901,AL,WS1,Washington Senators,NA,6,138,61,72,682,1282,4772,356,339,33,51,NA,771,1396,284,308,51
1902,AL,BLA,Baltimore Orioles,NA,8,140,50,88,715,1318,4760,417,424,33,54,NA,848,1531,354,258,30
1902,AL,BOS,Boston Americans,NA,3,138,77,60,664,1356,4875,275,371,42,42,NA,600,1217,326,431,27
1902,NL,BRO,Brooklyn Superbas,NA,2,141,75,63,564,1242,4845,319,491,19,62,NA,519,1113,363,536,10
1902,NL,BSN,Boston Beaneaters,NA,3,141,73,64,572,1178,4728,398,483,14,43,NA,516,1233,372,523,16
1902,AL,CHA,Chicago White Sox,NA,4,138,74,60,675,1248,4654,411,379,14,36,NA,602,1269,331,346,30
1902,NL,CHN,Chicago Orphans,NA,5,143,68,69,544,1224,4870,358,566,6,44,NA,505,1244,281,447,7
1902,NL,CIN,Cincinnati Reds,NA,4,141,70,70,633,1383,4908,297,467,18,39,NA,566,1228,352,430,15
1902,AL,CLE,Cleveland Bronchos,NA,5,137,69,67,686,1401,4840,308,353,33,35,NA,667,1199,411,361,26
1902,AL,DET,Detroit Tigers,NA,7,137,52,83,566,1167,4644,359,289,22,53,NA,657,1267,370,245,20
1902,NL,NY1,New York Giants,NA,8,141,48,88,405,1097,4632,254,544,6,40,NA,604,1217,337,508,16
1902,AL,PHA,Philadelphia Athletics,NA,1,137,83,53,775,1369,4762,343,288,38,38,NA,636,1292,368,455,33
1902,NL,PHI,Philadelphia Phillies,NA,7,138,56,81,484,1139,4615,356,480,5,32,NA,649,1323,334,504,12
1902,NL,PIT,Pittsburgh Pirates,NA,1,141,103,36,775,1410,4926,372,440,18,64,NA,440,1142,250,564,4
1902,AL,SLA,St. Louis Browns,NA,2,139,78,58,619,1254,4736,373,324,29,38,NA,607,1273,343,348,36
1902,NL,SLN,St. Louis Cardinals,NA,6,140,56,78,517,1226,4751,273,439,10,52,NA,695,1399,338,400,16
1902,AL,WS1,Washington Senators,NA,6,138,61,75,707,1338,4734,329,292,47,44,NA,790,1403,312,300,56
1903,AL,BOS,Boston Americans,Y,1,141,91,47,708,1336,4919,261,559,48,36,NA,504,1142,269,579,23
1903,NL,BRO,Brooklyn Superbas,N,5,139,70,66,667,1201,4534,522,516,15,53,NA,682,1276,377,438,18
1903,NL,BSN,Boston Beaneaters,N,6,140,58,80,578,1145,4682,398,495,25,59,NA,699,1310,460,516,30
1903,AL,CHA,Chicago White Sox,N,7,138,60,77,516,1152,4670,325,538,14,38,NA,613,1233,287,391,23
1903,NL,CHN,Chicago Cubs,N,3,139,82,56,695,1300,4733,422,455,9,50,NA,599,1182,354,451,14
1903,NL,CIN,Cincinnati Reds,N,4,141,74,65,765,1399,4857,403,427,28,30,NA,656,1277,378,480,14
1903,AL,CLE,Cleveland Naps,N,3,140,77,63,639,1265,4773,259,588,31,40,NA,579,1161,271,521,16
1903,AL,DET,Detroit Tigers,N,5,137,65,71,567,1229,4582,292,524,12,46,NA,539,1169,336,554,19
1903,NL,NY1,New York Giants,N,2,142,84,55,729,1290,4741,379,465,20,92,NA,567,1257,371,628,20
1903,AL,NYA,New York Highlanders,N,4,136,72,62,579,1136,4565,332,461,18,65,NA,573,1171,245,463,19
1903,AL,PHA,Philadelphia Athletics,N,2,137,75,60,597,1236,4673,268,511,32,32,NA,519,1124,315,728,20
1903,NL,PHI,Philadelphia Phillies,N,7,139,49,86,617,1283,4781,337,431,12,39,NA,738,1347,425,381,21
1903,NL,PIT,Pittsburgh Pirates,N,1,141,91,49,793,1429,4988,364,400,34,50,NA,613,1215,384,454,9
1903,AL,SLA,St. Louis Browns,N,6,139,65,74,500,1133,4639,271,541,12,26,NA,525,1220,237,511,26
1903,NL,SLN,St. Louis Cardinals,N,8,139,43,94,505,1176,4689,277,522,8,34,NA,795,1353,430,419,25
1903,AL,WS1,Washington Senators,N,8,140,43,94,437,1066,4613,257,466,17,39,NA,691,1333,306,452,38
1904,AL,BOS,Boston Americans,NA,1,157,95,59,608,1294,5231,347,573,26,51,NA,466,1208,233,612,31
1904,NL,BRO,Brooklyn Superbas,NA,6,154,56,97,497,1142,4917,411,688,15,42,NA,614,1281,414,453,27
1904,NL,BSN,Boston Beaneaters,NA,7,155,55,98,491,1217,5135,316,550,24,42,NA,749,1405,500,544,25
1904,AL,CHA,Chicago White Sox,NA,3,156,89,65,600,1217,5027,373,586,14,41,NA,482,1161,303,550,13
1904,NL,CHN,Chicago Cubs,NA,2,156,93,60,597,1294,5210,298,470,22,48,NA,517,1150,402,618,16
1904,NL,CIN,Cincinnati Reds,NA,3,157,88,65,695,1332,5231,399,549,21,49,NA,547,1256,343,502,13
1904,AL,CLE,Cleveland Naps,NA,4,154,86,65,647,1340,5152,307,717,27,46,NA,482,1273,285,627,10
1904,AL,DET,Detroit Tigers,NA,7,162,62,90,505,1231,5321,344,633,11,34,NA,627,1345,433,556,16
1904,NL,NY1,New York Giants,NA,1,157,106,47,744,1347,5150,434,459,31,79,NA,474,1151,349,707,36
1904,AL,NYA,New York Highlanders,NA,2,155,92,59,598,1354,5220,312,552,27,57,NA,526,1180,311,684,29
1904,AL,PHA,Philadelphia Athletics,NA,5,155,81,70,557,1266,5088,313,600,31,40,NA,503,1149,366,887,13
1904,NL,PHI,Philadelphia Phillies,NA,8,155,52,100,571,1268,5103,377,528,23,40,NA,784,1418,425,469,22
1904,NL,PIT,Pittsburgh Pirates,NA,4,156,87,66,675,1333,5160,388,516,15,47,NA,592,1273,379,455,13
1904,AL,SLA,St. Louis Browns,NA,6,156,65,87,481,1266,5291,331,608,10,56,NA,604,1335,333,577,25
1904,NL,SLN,St. Louis Cardinals,NA,5,154,75,79,602,1292,5104,343,514,24,46,NA,595,1286,319,529,23
1904,AL,WS1,Washington Senators,NA,8,157,38,113,437,1170,5149,283,756,10,59,NA,743,1487,347,533,19
1905,AL,BOS,Boston Americans,N,4,153,78,74,579,1179,5049,486,553,29,37,NA,565,1198,292,652,33
1905,NL,BRO,Brooklyn Superbas,N,8,155,48,104,506,1255,5100,327,606,29,41,NA,807,1416,476,556,24
1905,NL,BSN,Boston Beaneaters,N,7,156,51,103,468,1217,5190,302,561,17,54,NA,733,1390,433,533,36
1905,AL,CHA,Chicago White Sox,N,2,158,92,60,612,1213,5114,439,613,11,58,NA,451,1163,329,613,11
